Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	relative changes	negligible changes	Expression of 0	Rows with missing values	Outlier
gene-T4p098	0	1	1146	23694	1823	21341	86	4591	316	3866	103	3700	phage	mobD.2	1.5789070105281546	0	1	0	1
gene-b4381	97	525	118	1094	65	362	36	187	46	122	63	68	host	deoC	1.2739541366306684	0	0	0	1
gene-b2300	217	1834	226	1707	85	311	35	106	23	77	16	29	host	yfcE	1.6069842079982246	0	0	0	1
gene-T4p227	0	1	2285	105884	6356	123012	891	52018	2703	44073	441	29943	phage	alc	1.3551641102101546	0	1	0	1
gene-b1967	65	242	54	530	28	156	10	103	12	71	3	29	host	hchA	1.3212391174055802	0	0	0	1
gene-b0381	564	2173	712	2864	293	550	107	217	78	146	57	75	host	ddlA	1.334724512599201	0	0	0	1
gene-b1163	256	1781	529	1769	105	244	29	123	46	71	9	47	host	bluF	1.49159813537246	0	0	0	1
gene-b1090	1180	13707	2692	16608	1701	9362	1284	6003	581	4238	413	1980	host	plsX	1.045954202158565	0	0	0	1
gene-T4p211	7	0	3261	96123	6983	53983	537	27971	5134	27540	406	15572	phage	30.8	1.4081644701031517	0	1	0	1
gene-b3978	2220	13105	1883	13152	1409	6540	606	3359	345	2148	211	353	host	glyT	1.1918691321360584	0	0	0	1
gene-b1601	15	98	31	202	14	172	2	110	6	70	0	44	host	tqsA	1.0310481187266909	0	1	0	1
gene-b3080	20	195	24	607	10	577	11	372	6	290	6	109	host	ygjK	1.1658406886325123	0	0	0	1
gene-b1860	211	1404	296	1283	108	237	59	114	39	116	34	39	host	ruvB	1.4061296701705424	0	0	0	1
gene-b2449	39	124	23	168	8	184	1	89	3	44	1	19	host	yffR	1.0864758337010725	0	0	0	1
gene-b4253	28	153	14	200	4	166	1	131	3	88	0	52	host	yjgL	1.0166973342090333	0	1	0	1
gene-b1190	543	1952	628	3470	300	486	115	199	80	142	87	83	host	dadX	1.4538140254549103	0	0	0	1
gene-b4191	71	363	58	343	17	238	10	159	7	109	7	47	host	ulaR	1.0402795315209483	0	0	0	1
gene-b1026	13	169	30	218	10	153	6	107	4	76	4	29	host	insF4	1.060798524654373	0	0	0	1
gene-b3222	51	203	69	390	26	185	9	131	13	116	4	36	host	nanK	1.0551880666383922	0	0	0	1
gene-T4p086	0	0	39	9737	3986	79703	7045	41681	1273	8484	182	9237	phage	nrdC.2	1.695668405604094	0	1	0	1
gene-b3597	26	107	18	265	6	327	3	273	5	152	2	98	host	yibH	1.0806864292587641	0	0	0	1
gene-b1171	31	355	32	375	27	163	9	70	3	46	3	30	host	ymgD	1.336766835282282	0	0	0	1
gene-b3456	680	638	1337	2013	652	600	178	348	82	251	67	121	host	livM	0.9552501715238757	0	0	0	1
gene-b3558	17	106	52	292	52	302	22	163	22	119	4	72	host	insK	0.9632659657370203	0	0	0	1
gene-b3467	89	319	55	299	25	153	5	121	10	52	4	26	host	yhhM	1.0891392191460294	0	0	0	1
gene-b4149	135	549	204	780	78	289	43	1263	16	123	6	68	host	blc	1.2420257427243653	0	0	0	1
gene-b4017	107	195	364	580	175	525	61	375	35	232	29	122	host	arpA	0.7690505675898068	0	0	0	1
gene-b1929	23	187	34	276	14	196	11	165	9	108	19	47	host	yedE	0.976706083932386	0	0	0	1
gene-T4p265	0	1	57	6669	1540	32005	211	18581	730	4434	20	2436	phage	52.1	1.700877806743091	0	1	0	1
gene-b2248	3	46	4	123	2	600	0	110	0	71	0	19	host	yfaX	1.9881749861816547	0	1	0	1
gene-b1634	468	4355	662	4893	392	603	161	244	77	246	57	97	host	dtpA	1.592282992158022	0	0	0	1
gene-b4101	4	38	4	92	1	115	3	78	0	57	0	18	host	phnG	1.1592013497166955	0	1	0	1
gene-b4812	75	481	147	796	108	388	20	173	34	158	12	73	host	timP	1.0975761754461784	0	0	0	1
gene-b0439	3190	7515	4502	11363	2434	1601	750	481	486	461	382	233	host	lon	1.196247031534723	0	0	0	1
gene-b2277	1534	7032	2593	10438	1190	1124	456	420	241	366	192	138	host	nuoM	1.448161369026656	0	0	0	1
gene-T4p033	5	3	347	54527	10433	265491	5122	231786	7963	78321	488	38796	phage	61	1.539819825147016	0	0	0	0
gene-b1521	17	100	25	151	10	173	3	121	4	105	1	38	host	uxaB	0.9742458446546617	0	0	0	1
gene-b1779	11228	47473	13313	55548	6773	4746	2043	1170	1259	1091	882	467	host	gapA	1.490162407758322	0	0	0	1
gene-b0015	877	1879	1454	3030	1043	761	330	292	145	272	119	112	host	dnaJ	0.9913822690566374	0	0	0	1
gene-b1366	6	41	18	72	5	67	0	40	2	31	2	20	host	ydaY	0.9538339315494442	0	1	0	1
gene-b0483	176	715	127	403	48	143	5	73	17	55	4	35	host	ybaQ	1.3368905116737881	0	0	0	1
gene-b4189	41	152	40	174	18	86	10	58	19	57	4	15	host	bsmA	0.9454613171368703	0	0	0	1
gene-b0929	20113	63900	24531	95209	18343	40691	12204	14017	11129	12503	4232	3521	host	ompF	0.9819381779117144	0	0	0	1
gene-b0906	32	147	60	191	19	116	7	72	5	44	0	30	host	ycaP	0.9709218469336086	0	1	0	1
gene-b2822	343	2411	703	3472	13118	771	86	519	44	338	55	124	host	recC	1.938173803276555	0	0	0	1
gene-b2014	1125	15904	1784	15098	868	1296	460	400	375	446	264	169	host	plaP	1.7378469928637736	0	0	0	1
gene-b1922	18	80	25	112	7	116	4	65	3	47	6	14	host	fliA	0.9734334905409319	0	0	0	1
gene-b3417	19320	2355	24665	11099	28362	7326	10749	14627	30888	3529	26058	149	host	malP	0.689072848974322	0	0	0	1
gene-b0408	2899	11279	4708	13871	1926	1884	825	474	514	334	461	153	host	secD	1.3360520558411453	0	0	0	1
gene-b1165	45	119	21	174	9	54	1	27	2	14	1	10	host	ymgA	1.2985098852742625	0	0	0	1
gene-b2212	11	158	15	200	8	150	8	109	2	61	3	32	host	alkB	1.0908285709982657	0	0	0	1
gene-b2068	61	268	51	269	18	173	9	100	4	82	5	32	host	alkA	1.0364036867532818	0	0	0	1
gene-b2574	1800	8995	1940	8211	532	1392	273	606	121	467	34	162	host	nadB	1.4680976051889845	0	0	0	1
gene-b4146	296	2239	471	1847	173	423	80	211	38	147	36	60	host	epmB	1.4093607300880446	0	0	0	1
gene-b4403	200	442	128	501	47	178	24	129	27	101	10	45	host	yjtD	1.0133956711062524	0	0	0	1
gene-b0006	463	1182	168	930	75	272	35	134	22	95	12	30	host	yaaA	1.2980559159101246	0	0	0	1
gene-b0396	67	389	76	506	36	370	15	218	10	149	4	50	host	araJ	1.054027218341691	0	0	0	1
gene-b0859	80	440	197	461	99	250	40	146	21	111	16	36	host	rlmC	0.9328769018927254	0	0	0	1
gene-b3422	52	250	134	495	64	416	22	290	19	204	15	75	host	rtcR	0.9198821881037714	0	0	0	1
gene-b1712	1216	8333	1609	11976	1271	4524	538	996	242	566	171	281	host	ihfA	1.3679002346854297	0	0	0	1
gene-b2820	415	3547	974	4654	328	928	165	593	78	451	47	166	host	recB	1.3816277360632032	0	0	0	1
gene-b4018	311	2435	533	1378	204	537	99	302	55	203	33	91	host	iclR	1.315525053779449	0	0	0	1
gene-b0696	38	126	21	193	13	157	7	107	5	55	1	30	host	kdpC	1.00817282144373	0	0	0	1
gene-b4158	12	108	26	172	11	78	5	71	8	39	2	15	host	yjeO	1.1008869971903579	0	0	0	1
gene-b0407	1300	7374	1849	8780	1075	1050	323	266	227	210	168	88	host	yajC	1.4957841602213116	0	0	0	1
gene-b4244	6645	103896	3665	81927	1007	7888	448	2713	292	2082	179	976	host	pyrI	1.9293703465910954	0	0	0	1
gene-b2791	145	1014	241	1304	96	280	35	142	27	93	20	44	host	truC	1.4028149922372821	0	0	0	1
gene-b1548	5	27	9	72	2	90	2	70	2	28	1	23	host	nohA	1.108308476220509	0	0	0	1
gene-b1602	1540	2248	1938	3840	924	821	245	266	147	245	137	116	host	pntB	1.067033400299505	0	0	0	1
gene-b1568	5	14	1	28	1	53	1	41	0	29	1	10	host	ydfX	1.132523154576618	0	1	0	1
gene-b0738	213	1791	347	1558	104	172	53	72	28	44	31	24	host	tolR	1.602475395756084	0	0	0	1
gene-b0099	92	344	217	417	118	138	32	78	25	55	16	38	host	mutT	0.9561670068792498	0	0	0	1
gene-b0966	356	1810	291	2110	165	648	91	241	61	188	46	114	host	hspQ	1.313299306879299	0	0	0	1
gene-b2399	104	452	67	413	17	197	10	80	8	31	3	12	host	yfeD	1.3031912213779935	0	0	0	1
gene-b2714	109	163	104	229	43	310	19	189	14	146	12	55	host	ascG	0.7813235204389717	0	0	0	1
gene-b0683	2041	8910	1829	7773	750	2604	249	871	176	569	101	315	host	fur	1.314792962204199	0	0	0	1
gene-b2318	486	1143	837	1720	409	432	158	183	97	139	67	63	host	truA	1.0307983259365006	0	0	0	1
gene-b4117	32	315	52	620	29	533	15	362	14	270	2	110	host	adiA	1.0682660966260458	0	0	0	1
gene-b4813	8	347	7	421	1	425	0	115	0	57	0	22	host	narS	1.421189976743312	0	1	0	1
gene-b1269	557	3853	1361	5643	1026	1224	429	270	216	207	144	103	host	rluB	1.322687919004501	0	0	0	1
gene-T4p020	1	0	242	19680	1272	16983	24	7057	144	2972	1	4950	phage	modA	1.4864357318839716	0	1	0	1
gene-b0101	77	675	105	617	69	133	14	61	10	31	7	14	host	yacG	1.4886643678725202	0	0	0	1
gene-b1081	22	114	42	173	14	131	5	126	1	95	1	28	host	flgJ	0.9340749642997844	0	0	0	1
gene-b1559	27	78	31	122	27	146	12	109	1	78	3	65	host	ydfT	0.8041571701226139	0	0	0	1
gene-b0798	18	74	40	104	14	65	9	42	2	24	0	10	host	ybiA	0.9318900678391013	0	1	0	1
gene-b1888	37	150	41	303	15	273	14	186	12	164	3	87	host	cheA	0.9489859967460086	0	0	0	1
gene-b3252	240	962	410	1417	118	33576	89	1082	45	263	45	76	host	csrD	2.8718434956603636	0	0	0	1
gene-b2757	24	119	36	191	16	183	6	126	3	92	1	35	host	casD	0.9691823572311083	0	0	0	1
gene-b2986	1	37	6	109	2	126	4	81	3	56	0	33	host	yghT	1.1344722675972538	0	1	0	1
gene-b4318	21	142	31	217	14	148	5	120	4	94	1	40	host	fimF	0.9902878360579234	0	0	0	1
gene-b3170	979	3998	2858	7614	1355	1006	516	248	223	174	106	83	host	rimP	1.3501363107417823	0	0	0	1
gene-b4836	1837	23873	2311	50787	1524	13007	704	5934	443	4349	309	1958	host	glnZ	1.5965214332598734	0	0	0	1
gene-b1216	153	983	346	1347	118	247	48	122	22	64	19	30	host	chaA	1.4006456148435444	0	0	0	1
gene-b3430	802	1939	1494	3295	766	645	170	301	79	249	70	111	host	glgC	1.1313032385820005	0	0	0	1
gene-b2433	52	314	110	449	40	191	16	214	6	69	6	36	host	yfeZ	1.0736772903622451	0	0	0	1
gene-T4p237	9	1	633	63740	19211	479981	15937	320694	33442	315377	7635	177792	phage	td	1.3198227229048818	0	0	0	0
gene-b0743	2810	21830	4387	27387	3517	9475	1057	2337	544	1293	282	660	host	lysT	1.3665426803398215	0	0	0	1
gene-b2359	6	21	1	60	2	79	0	51	0	38	1	16	host	yfdP	1.1492002249498532	0	1	0	1
gene-b2049	8	60	17	173	5	249	8	200	1	99	1	41	host	cpsB	1.175322308630198	0	0	0	1
gene-b2316	2390	14619	2352	13049	1154	1645	522	534	318	461	293	204	host	accD	1.5518370464958542	0	0	0	1
gene-b4421	22	103	27	158	12	50	9	17	4	39	3	6	host	ldrB	1.2051002724531543	0	0	0	1
gene-b1060	263	1075	432	1741	282	808	112	312	87	259	31	160	host	bssS	1.043657775108248	0	0	0	1
gene-b1487	658	3961	717	5591	137	511	63	280	29	205	18	102	host	ddpA	1.688042586256734	0	0	0	1
gene-b1701	10	117	24	210	7	183	2	138	5	89	4	48	host	fadK	1.038282648306414	0	0	0	1
gene-T4p149	0	0	3	744	7	2012	57	5878	2296	38749	1673	32676	phage	5.3	1.8546339722961351	0	1	0	1
gene-b4512	35	105	25	106	18	62	7	24	1	24	1	15	host	ybdD	0.9961530888757525	0	0	0	1
gene-b3068	107	404	129	473	75	219	42	131	27	55	15	28	host	mug	1.0159812090704405	0	0	0	1
gene-b1004	349	438	211	373	60	142	32	97	14	70	14	28	host	wrbA	0.9646069195771872	0	0	0	1
gene-b3347	1460	8920	9638	11081	937	2816	348	569	243	383	154	175	host	fkpA	1.3155381692836468	0	0	0	1
gene-b3385	677	2502	853	2017	323	371	130	191	77	155	64	58	host	gph	1.2583893701171165	0	0	0	1
gene-T4p105	3	0	1	2515	351	62851	1733	75510	9441	156963	3207	125543	phage	rI.1	1.461443114362504	0	1	0	1
gene-b2309	1485	4783	1957	7636	749	1084	224	287	125	270	86	95	host	hisJ	1.426342658123725	0	0	0	1
gene-T4p095	2	0	56	13630	6629	192044	2664	35091	3906	41300	615	21988	phage	nrdC.11	1.953112122686481	0	1	0	1
gene-b0131	731	5425	512	3831	201	677	89	218	54	150	46	82	host	panD	1.6676093634477258	0	0	0	1
gene-b0116	10700	71398	13743	63420	9497	12369	3502	2714	1827	2278	1436	1231	host	lpd	1.4451640768986729	0	0	0	1
gene-b0559	11	19	5	42	2	66	0	20	2	15	0	4	host	ybcW	1.234406728858494	0	1	0	1
gene-b4663	313	4277	325	2747	142	3108	36	388	24	269	14	195	host	azuC	1.4427055709580072	0	0	0	1
gene-T4p152	5	2	24	11201	62	26733	144	49584	27544	683824	5091	440056	phage	7	2.0388827563197522	0	0	0	0
gene-b1942	10	31	4	56	4	79	2	62	2	39	1	13	host	fliJ	1.0454651685033494	0	0	0	1
gene-b0752	181	1276	285	1835	78	469	40	183	12	152	17	51	host	zitB	1.445206991419153	0	0	0	1
gene-b3933	523	2826	579	2451	166	620	98	275	65	198	46	99	host	ftsN	1.3712444508393906	0	0	0	1
gene-b2025	595	795	1122	1472	841	367	232	163	97	87	96	37	host	hisF	0.9196782022433623	0	0	0	1
gene-b0402	313	1230	624	1981	215	466	78	253	50	221	41	89	host	proY	1.2050011672023762	0	0	0	1
gene-b3739	940	8546	1624	7111	587	1534	270	427	167	278	142	187	host	atpI	1.5114757784399637	0	0	0	1
gene-b4740	34	247	53	282	9	57	8	39	3	37	2	29	host	ymgM	1.3576358127274044	0	0	0	1
gene-b3646	18	209	54	318	34	300	7	218	4	189	4	80	host	yicG	0.9574971217407271	0	0	0	1
gene-b1347	0	15	2	17	0	33	0	16	1	14	0	5	host	rcbA	1.1654934425609838	0	1	0	1
gene-b2526	1586	12050	2214	11469	947	1505	422	504	259	389	245	162	host	hscA	1.5583955179952398	0	0	0	1
gene-b3342	6672	67402	11469	89322	8883	10211	2260	1553	1493	1063	785	318	host	rpsL	1.6771771275014906	0	0	0	1
gene-b4168	105	535	169	510	81	230	25	110	10	72	14	36	host	tsaE	1.1032225505932136	0	0	0	1
gene-b1043	5	17	2	48	2	62	0	33	0	28	0	7	host	csgC	1.1915697728814507	0	1	0	1
gene-b1194	41	230	64	311	20	140	10	98	8	78	7	21	host	ycgR	1.0850102281841043	0	0	0	1
gene-b0252	34	104	29	221	30	240	26	164	18	138	8	53	host	yafZ	0.8934404287780897	0	0	0	1
gene-b3143	4	53	3	156	2	196	1	133	3	111	1	82	host	yraI	1.1011580196683795	0	0	0	1
gene-b4759	672	3064	878	2733	436	1321	142	264	97	232	57	140	host	3'ETS-leuZ	1.1855634219293656	0	0	0	1
gene-b3382	17	39	20	77	8	98	5	54	0	43	2	22	host	yhfY	0.9321563710474392	0	1	0	1
gene-b1748	1660	4251	1794	9537	735	1471	244	471	100	316	60	235	host	astC	1.5013303469938901	0	0	0	1
gene-b3104	10	37	10	75	1	100	1	78	3	56	1	31	host	yhaI	1.0117103378719419	0	0	0	1
gene-T4t006	2	0	739	23710	4446	44858	2014	43175	8120	50358	651	21394	phage	gene-T4t006	1.1264681099312666	0	1	0	1
gene-b0208	91	300	76	362	32	240	30	162	19	103	14	38	host	yafC	0.9270768173166276	0	0	0	1
gene-b4827	10	84	19	150	17	272	6	122	12	71	3	24	host	fliX	1.1845152721933498	0	0	0	1
gene-b3878	13	165	28	515	15	704	4	558	6	429	3	139	host	yihQ	1.1630561439395237	0	0	0	1
gene-T4p013	3	2	3812	150261	7522	140771	2006	97915	5212	55847	326	18430	phage	motB.2	1.3666168429048726	0	0	0	0
gene-b4452	51	392	64	753	36	435	11	203	13	105	2	61	host	gadY	1.2594774077038546	0	0	0	1
gene-b1960	30	438	59	486	20	98	11	68	6	40	3	18	host	vsr	1.5182445882366185	0	0	0	1
gene-b2442	186	827	269	983	115	562	47	243	21	159	15	58	host	intZ	1.0727460241864324	0	0	0	1
gene-b2418	182	1191	226	1531	130	249	45	130	19	107	18	31	host	pdxK	1.4795393757502064	0	0	0	1
gene-b2933	7	94	12	321	9	387	2	268	3	180	1	57	host	cmtA	1.2103997161144036	0	0	0	1
gene-b2158	74	346	125	544	62	321	15	179	22	163	4	58	host	yeiH	0.9940947119658148	0	0	0	1
gene-b0508	2	44	5	104	4	175	2	113	0	89	0	38	host	hyi	1.1709989009072237	0	1	0	1
gene-b0531	0	30	7	140	2	124	2	58	2	57	1	27	host	sfmC	1.2508959751876816	0	1	0	1
gene-b4298	17	131	23	303	8	252	15	189	2	122	5	64	host	yjhH	1.068559554149417	0	0	0	1
gene-b1284	191	979	190	958	74	208	19	105	15	87	12	32	host	yciT	1.3927517485233498	0	0	0	1
gene-b3241	55	239	65	317	36	245	11	194	17	108	9	39	host	aaeA	0.9318818707681589	0	0	0	1
gene-b2243	16	86	12	166	3	198	3	135	2	81	0	29	host	glpC	1.118157635788446	0	1	0	1
gene-b1431	122	463	112	660	47	197	18	64	14	46	4	28	host	ydcL	1.3285193927934842	0	0	0	1
gene-b4083	10	104	7	1289	4	524	4	756	3	291	1	101	host	yjcS	1.5086990102997526	0	0	0	1
gene-b3950	7	53	6	89	4	161	2	132	2	63	3	67	host	frwB	1.080323359621524	0	0	0	1
gene-b4438	29	144	33	191	19	96	4	20	6	12	1	13	host	cyaR	1.258840982382134	0	0	0	1
gene-b0874	91	1176	116	986	36	322	11	168	8	118	10	55	host	lysO	1.4703786664110923	0	0	0	1
gene-b0986	6	60	13	125	4	113	5	55	1	55	0	32	host	gfcB	1.069969516464414	0	1	0	1
gene-b0075	423	2932	190	1585	67	1082	2	223	10	104	0	194	host	leuL	1.502566900131643	0	1	0	1
gene-b3749	95	304	169	550	64	612	54	410	53	234	52	73	host	rbsA	0.8738857496818638	0	0	0	1
gene-b2538	79	246	88	358	37	306	17	192	136	127	4	52	host	hcaE	0.810205753103636	0	0	0	1
gene-b3886	256	532	294	678	117	415	55	223	19	159	19	86	host	yihY	0.8485886939627081	0	0	0	1
gene-b1066	308	1043	242	951	70	224	24	94	27	66	15	34	host	rimJ	1.33097021591201	0	0	0	1
gene-b2402	4751	22830	6136	33260	3993	15241	1708	3534	738	2622	573	1555	host	valX	1.2266404038390053	0	0	0	1
gene-b1596	99	791	89	1544	29	434	17	227	10	211	8	75	host	ynfM	1.4794200508550759	0	0	0	1
gene-b1983	398	1625	198	3302	139	972	25	140	42	104	17	44	host	yeeN	1.6136156561572614	0	0	0	1
gene-b2510	66	601	171	792	105	149	29	47	21	30	4	10	host	yfgJ	1.4496090007805666	0	0	0	1
gene-b1121	14	131	61	283	13	133	3	81	3	61	0	30	host	ycfZ	1.1680137477298254	0	1	0	1
gene-b3064	392	3220	466	2222	242	489	147	268	68	162	55	64	host	tsaD	1.4767280246648313	0	0	0	1
gene-b3614	80514	1510	213	941	58187	351	34	233	101152	162	32	72	host	yibQ	1.752706430947502	0	0	0	1
gene-b1804	276	2038	441	1743	209	390	109	163	69	109	46	50	host	rnd	1.3814278390644459	0	0	0	1
gene-b2406	11	133	21	221	7	274	5	173	2	82	2	36	host	xapB	1.1456414442235419	0	0	0	1
gene-b3511	126	845	198	1316	96	362	28	193	16	119	2	85	host	hdeD	1.3516416439606556	0	0	0	1
gene-b2363	2	34	7	56	2	57	1	36	0	42	1	22	host	yfdT	0.9890525021812572	0	1	0	1
gene-b1374	7	89	24	212	1	74	2	38	3	24	1	11	host	pinR	1.4509718505472902	0	0	0	1
gene-b1351	2	22	1	37	2	58	0	41	0	20	0	10	host	racC	1.177374923455348	0	1	0	1
gene-T4p270	1	0	4833	57249	12337	55551	2000	21650	2484	8056	573	7408	phage	ndd.2	1.3749696576256214	0	1	0	1
gene-b3129	71	255	37	254	20	171	24	62	8	39	6	23	host	prlF	1.0934854777071459	0	0	0	1
gene-b3806	1355	14527	2439	13382	644	2864	379	16028	216	825	180	320	host	cyaA	1.3496001141720504	0	0	0	1
gene-b2748	292	711	313	718	144	266	70	130	26	88	30	54	host	ftsB	0.9877761695881889	0	0	0	1
gene-b0214	143	694	226	714	107	236	42	114	24	85	14	30	host	rnhA	1.1604361971303554	0	0	0	1
gene-b1122	10	78	53	193	15	102	4	62	7	41	1	22	host	ymfA	1.0884460033494603	0	0	0	1
gene-b3300	29711	156349	55701	237833	53086	37163	13487	8216	276025	5914	5273	2228	host	secY	1.2497748831823263	0	0	0	1
gene-b3328	10	50	9	115	0	131	4	117	2	62	1	33	host	gspG	1.084468554074064	0	1	0	1
gene-b1665	103	1560	101	918	98	414	48	259	53	311	19	159	host	valV	1.3023968514007402	0	0	0	1
gene-b3157	398	1279	349	1580	160	319	55	161	32	115	29	45	host	ubiT	1.300451225411874	0	0	0	1
gene-b4322	86	260	77	460	55	247	17	189	18	123	17	40	host	uxuA	0.9737313968937056	0	0	0	1
gene-b4409	28	200	40	295	22	248	7	66	7	28	0	24	host	blr	1.2414953238783424	0	1	0	1
gene-b3323	20	124	24	374	18	453	10	282	6	211	0	125	host	gspA	1.1040039651471067	0	1	0	1
gene-b1461	34	215	28	200	6	68	3	22	2	16	0	12	host	pptA	1.4361442167892406	0	1	0	1
gene-b1041	1	15	2	52	1	49	0	39	1	29	0	12	host	csgB	1.1530595380807322	0	1	0	1
gene-b2436	207	1298	190	1359	55	400	27	248	21	180	16	69	host	hemF	1.343962376749042	0	0	0	1
gene-b0598	227	733	391	1423	308	6715	107	2629	49	351	44	175	host	cstA	1.6786704953013667	0	0	0	1
gene-b4720	8	19	4	15	0	13	0	3	0	5	0	4	host	ytiC	1.0520099125860598	0	1	0	1
gene-b4334	5	77	17	157	12	178	2	198	3	89	1	29	host	yjiL	1.1190162043621175	0	0	0	1
gene-T4p036	3	1	2908	137920	7615	142737	2449	108383	4219	43745	740	22145	phage	sp	1.3706054383201547	0	0	0	0
gene-b0155	215	702	381	779	152	386	54	243	30	176	23	72	host	clcA	0.9035942586798185	0	0	0	1
gene-b3032	314	2851	442	3037	168	485	89	225	38	184	43	70	host	cpdA	1.556549907423018	0	0	0	1
gene-b1329	180	1065	303	1654	88	288	41	198	40	134	25	48	host	mppA	1.419132975755551	0	0	0	1
gene-b4077	665	1157	987	2232	444	548	169	313	100	224	63	99	host	gltP	1.0320228100212459	0	0	0	1
gene-b1866	2357	9452	3249	11753	1690	1594	655	477	434	388	368	193	host	aspS	1.3501104922566716	0	0	0	1
gene-b2562	40	366	99	296	42	2216	8	65	6	59	2	21	host	yfhL	2.22814623030573	0	0	0	1
gene-b4820	24	101	49	88	32	86	7	54	11	19	4	11	host	yrfJ	0.8202524632947633	0	0	0	1
gene-b1185	106	1684	195	1677	90	330	38	124	19	97	13	44	host	dsbB	1.6105764434586618	0	0	0	1
gene-b1825	260	990	450	1163	198	284	43	86	33	50	12	36	host	yebO	1.2357769714224422	0	0	0	1
gene-b1039	21	65	29	129	3	43	0	28	2	18	2	14	host	csgE	1.1934819307501472	0	1	0	1
gene-b3783	3321	30759	5144	38017	1948	22649	790	1315	555	1014	376	376	host	rho	1.461017545075245	0	0	0	1
gene-b2942	680	6071	557	7294	332	1191	159	338	187	293	192	105	host	metK	1.635051498299293	0	0	0	1
gene-b2922	599	4040	511	4188	189	828	78	339	45	254	31	117	host	yggE	1.5412447143747479	0	0	0	1
gene-b4171	1508	4533	1970	6655	1340	1865	596	530	304	403	224	189	host	miaA	1.13596042856379	0	0	0	1
gene-b2404	881	4527	873	8128	582	979	170	228	71	190	62	91	host	lysV	1.6776830459854366	0	0	0	1
gene-b3877	15	148	21	398	5	518	3	349	4	283	1	122	host	yihP	1.1372013731801445	0	0	0	1
gene-T4p256	0	0	5	1919	1447	20515	54	6179	571	11324	16	4632	phage	asiA.1	1.5454991286857895	0	1	0	1
gene-b4481	178	1037	413	1581	166	582	82	366	70	215	36	87	host	wecF	1.1181964480388689	0	0	0	1
gene-b3481	58	248	49	226	21	136	11	87	6	84	6	38	host	nikR	0.9789081873388468	0	0	0	1
gene-b4059	610	2919	743	4410	517	1300	234	320	83	236	84	117	host	ssb	1.3362621986611931	0	0	0	1
gene-b4133	27	269	44	683	16	904	6	279	12	494	1	84	host	cadC	1.2446347035635097	0	0	0	1
gene-b1612	1027	3372	1047	4971	507	956	165	364	131	290	95	131	host	fumA	1.3394487662149437	0	0	0	1
gene-T4p035	4	0	3022	174557	11826	259739	3429	245707	7968	91448	899	41212	phage	61.2	1.3669353739037553	0	1	0	1
gene-b2369	165	2707	264	2336	61	252	8	97	25	77	5	52	host	evgA	1.8035528586863607	0	0	0	1
gene-b4762	32	344	35	350	16	1040	12	489	12	347	9	167	host	sroA	1.2349206067399983	0	0	0	1
gene-b1500	0	1	1	12	0	15	0	10	0	5	0	3	host	safA	1.320349488008528	0	1	0	1
gene-b1103	258	1978	340	2080	182	360	60	113	33	93	18	41	host	hinT	1.5322417679337164	0	0	0	1
gene-b0437	1699	8109	1893	9062	872	1420	326	421	190	383	167	184	host	clpP	1.447186278558837	0	0	0	1
gene-b2490	1	25	7	56	5	79	0	42	0	32	0	14	host	hyfJ	1.1405210665158378	0	1	0	1
gene-b4483	102	1401	233	1362	115	498	68	2255	40	156	29	64	host	tatD	1.3344115392927567	0	0	0	1
gene-b0175	439	3151	1197	3517	520	510	196	200	111	178	71	68	host	cdsA	1.363553355358643	0	0	0	1
gene-b2124	89	848	153	708	46	154	18	73	20	44	6	22	host	yehS	1.4981063930867973	0	0	0	1
gene-b2953	108	1125	156	1275	84	284	23	106	18	67	18	36	host	yggU	1.5304656379254398	0	0	0	1
gene-b1588	34	216	26	368	11	281	13	223	5	155	2	54	host	ynfF	1.0568454584669236	0	0	0	1
gene-b2670	25	50	21	100	8	84	4	49	2	45	4	6	host	alaE	0.9528014537867389	0	0	0	1
gene-b4392	300	1533	289	1846	107	583	42	289	18	298	19	109	host	slt	1.2767255712595225	0	0	0	1
gene-T4p157	4	1	29	17314	19	32427	59	29469	18316	333117	17696	398696	phage	12	1.8871671455213708	0	0	0	0
gene-b2095	2900	6473	3347	7847	1380	1237	354	342	352	301	280	115	host	gatZ	1.2057644984261549	0	0	0	1
gene-b2650	0	4	0	23	1	38	0	28	2	9	0	5	host	ypjC	1.3638787663337966	0	1	0	1
gene-b3677	36	143	33	203	17	183	5	133	5	80	1	35	host	yidI	0.9670432898112042	0	0	0	1
gene-b1814	388	4691	563	3326	268	565	148	208	96	231	83	80	host	sdaA	1.614412341659388	0	0	0	1
gene-b4132	5	93	14	278	3	359	1	241	4	189	0	113	host	cadB	1.133039061459445	0	1	0	1
