Geneid	0_R1	0_R2	0_R3	1_R1	1_R2	1_R3	4_R2	4_R3	7_R1	7_R2	7_R3	20_R1	20_R2	20_R3	Entity	Symbol
gene-b2708	4535	6309	2412	7461	5707	3660	1112	1091	309	759	421	276	462	97	host	gutQ
gene-b3416	19891	34238	15632	36516	28333	24059	15234	18572	4954	10512	8699	2658	3289	1712	host	malQ
gene-b1594	3033	3007	1167	4059	2085	1610	324	248	116	289	157	107	149	49	host	mlc
gene-b0298	307	307	134	403	225	142	52	58	21	42	28	19	28	7	host	insE1
gene-b2210	1151	540	339	689	361	352	308	426	82	256	134	58	70	47	host	mqo
gene-b1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	relB
gene-b1139	3	1	0	1	1	0	0	2	1	1	0	0	0	0	host	lit
gene-b4454	289	323	158	411	219	229	260	167	38	115	62	50	84	8	host	rdlD
gene-b0069	1232	1041	485	1312	813	591	160	176	42	119	77	42	84	25	host	sgrR
gene-b0163	2978	4097	1593	4878	3245	1938	310	266	119	362	180	130	190	48	host	yaeH
gene-b4176	214	279	149	474	333	291	148	144	27	67	32	22	41	10	host	yjeT
gene-b2068	543	546	231	804	525	339	88	70	28	74	42	25	41	10	host	alkA
gene-b3117	30	38	13	67	67	28	12	9	6	15	6	4	3	0	host	tdcB
gene-b3612	78446	145748	48042	202725	173973	83893	42437	32917	10550	28484	17577	6604	13262	2424	host	gpmM
gene-b2501	9049	9764	4435	13116	9411	6598	1195	1156	362	1090	586	318	555	167	host	ppk
gene-b4477	349	297	155	423	246	145	52	51	14	44	17	16	23	2	host	dgoA
gene-b1199	10983	7948	4286	13641	8619	5500	800	677	349	877	467	363	634	151	host	dhaL
gene-b2803	413	479	160	570	333	269	88	63	23	64	22	19	17	6	host	fucK
gene-b3113	141	149	60	159	122	66	30	34	7	23	16	4	7	4	host	tdcF
gene-b4529	1437	1836	663	2360	1653	1105	275	260	76	207	123	85	115	29	host	ydbJ
gene-b2918	197	178	76	271	217	141	42	54	15	33	21	10	18	4	host	argK
gene-b2963	1807	1877	897	2421	1995	1584	485	573	110	302	187	91	137	50	host	mltC
gene-b3860	6057	8531	3428	8332	7032	5328	2229	2313	508	1490	838	354	517	184	host	dsbA
gene-b2069	1848	2555	1378	2772	2653	2423	1638	1596	333	837	508	250	322	83	host	yegD
gene-b2904	19146	13455	8819	16338	8640	9661	2256	3973	854	2052	2197	621	974	436	host	gcvH
gene-T4p089	1	6	93	158	91	205	287984	206192	269368	585585	342628	63725	67516	21221	phage	nrdC.5
gene-b1802	56	80	32	111	81	43	19	26	4	18	6	2	5	2	host	yeaW
gene-b3740	2853	2937	1346	3826	3386	3488	1807	1600	334	915	459	186	279	100	host	rsmG
gene-b3508	23	14	1	27	31	13	14	3	3	5	5	1	3	1	host	yhiD
gene-b0672	14190	25234	8386	31953	24721	19299	12748	10876	1716	4872	1986	1749	2360	415	host	leuW
gene-b1855	3157	3593	1521	4362	3253	2333	1078	1067	219	626	292	216	263	62	host	lpxM
gene-b0279	0	0	0	0	0	1	0	0	0	0	0	0	0	0	host	yagM
gene-b0974	56	79	21	80	78	41	21	18	8	23	11	9	13	7	host	hyaC
gene-b0469	7870	9102	3818	9677	7811	6958	4291	4039	790	1927	948	612	876	266	host	apt
gene-b2986	25	22	8	48	28	28	16	7	3	7	1	0	6	0	host	yghT
gene-b0504	69	89	34	103	58	30	19	21	5	14	10	2	5	1	host	allS
gene-b3471	737	993	402	2059	1548	1044	287	267	76	245	93	52	85	22	host	yhhQ
gene-b2039	1	1	0	2	0	1	0	0	0	0	1	1	0	0	host	rfbA
gene-b3253	1769	3656	889	3348	2230	1723	643	450	153	539	221	152	192	71	host	yhdH
gene-b2082	331	441	142	514	463	252	137	126	37	114	43	35	39	9	host	ogrK
gene-T4p090	1	3	58	316	475	931	296727	270735	170140	378515	252596	18382	21753	7086	phage	nrdC.6
gene-b1844	2238	2020	860	2672	1920	1237	315	272	70	237	131	104	139	29	host	exoX
gene-b4034	76	95	29	100	69	44	19	15	7	7	3	1	4	2	host	malE
gene-b3880	443	478	153	490	386	224	119	112	24	88	46	27	27	9	host	yihS
gene-b2229	71	64	32	166	133	74	25	24	6	17	9	2	7	1	host	yfaT
gene-b3048	294	300	126	531	349	208	54	57	15	64	31	8	13	3	host	yqiI
gene-b3733	76543	66760	28433	63107	43956	35067	23980	28055	5762	13903	8404	2938	3980	1510	host	atpG
gene-b0008	53872	66780	27256	72785	49111	33353	11183	13240	3620	8725	5399	2597	3492	1081	host	talB
gene-b3031	3173	3310	1483	4051	3283	2412	745	726	188	554	273	200	270	100	host	yqiA
gene-T4p253	0	0	17	5328	2564	1111	6197	6434	12164	24934	11630	17512	16868	13971	phage	38
gene-b0136	7	3	5	10	11	8	3	3	0	2	1	0	1	0	host	yadK
gene-b0028	3755	5255	2037	6389	4870	2917	1734	1933	395	927	508	300	444	148	host	fkpB
gene-b4441	838	1038	495	1377	568	998	1931	1413	582	1557	845	1370	1331	258	host	glmY
gene-b2468	4930	7571	2708	6992	5133	3792	495	539	203	545	397	210	303	100	host	aegA
gene-b3313	301874	188534	111109	235229	89785	98515	36588	69611	12652	28928	24577	7547	9326	4273	host	rplP
gene-b0478	6276	6740	2824	7694	5932	4518	1548	1387	386	1045	576	334	487	161	host	ybaL
gene-b2107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	rcnB
gene-b2452	94	116	38	151	92	61	27	13	5	17	5	9	8	4	host	eutH
gene-b2509	11184	7693	4380	24665	18716	12535	1687	1641	652	1489	866	496	824	238	host	xseA
gene-b4798	32	31	16	59	20	28	7	3	2	5	3	2	3	0	host	ysdE
gene-b2812	2394	2961	1297	3231	2613	2054	1138	1125	228	625	311	171	272	85	host	tcdA
gene-b3908	28337	19995	7966	22999	11230	7778	4556	5009	2422	3758	2721	970	1042	319	host	sodA
gene-b0337	8644	4916	3133	4095	2855	2521	1122	1298	264	727	464	188	274	140	host	codA
gene-b4828	105	118	35	117	111	95	38	46	10	29	18	8	14	6	host	motR
gene-b0688	19563	24635	10939	24519	18433	14830	5360	6118	1264	3312	1975	1015	1475	505	host	pgm
gene-b1593	18606	24987	8268	19759	15063	9884	1191	1200	553	1477	963	493	793	237	host	bidA
gene-b1553	3	6	3	28	7	7	3	1	0	2	0	3	2	0	host	rzpQ
gene-b1791	395	437	196	765	544	356	125	119	31	77	48	23	40	10	host	nimT
gene-b4802	69	70	24	138	79	53	26	25	5	14	7	4	3	1	host	ythB
gene-T4p110	0	1	38	734	369	193	64350	45926	63107	152786	82844	28347	33771	18819	phage	tk.4
gene-T4p111	0	1	41	4483	2091	1088	46746	37104	36937	92474	51340	35606	34239	22412	phage	vs
gene-b0552	1	0	0	0	0	0	0	0	0	0	0	0	0	0	host	insH2
gene-b1363	424	574	289	950	657	438	94	105	22	72	39	19	32	6	host	trkG
gene-b3539	1099	1340	659	2133	1595	1393	848	917	199	490	270	102	134	24	host	yhjV
gene-b2512	15332	16200	7130	17986	12581	11162	6379	6631	1539	3368	1899	1058	1357	474	host	bamB
gene-b2016	5431	6837	2455	6578	4785	3093	713	618	208	710	381	265	425	132	host	yeeZ
gene-b4586	0	2	2	6	6	2	2	1	0	4	0	1	0	0	host	ykfM
gene-b2336	66	60	23	90	49	33	15	18	7	8	10	4	4	2	host	yfcS
gene-T4p202	1	4	188	478	238	136	179362	112841	290999	669841	331698	195449	223665	84325	phage	30
gene-b4420	244	343	123	464	353	266	135	130	30	85	36	12	27	8	host	rdlA
gene-b0646	10	11	3	28	18	14	0	3	0	6	1	0	0	1	host	djlB
gene-b2693	9176	15852	4375	20711	19513	10990	3161	2690	737	1639	709	514	751	205	host	argY
gene-b1897	140	227	84	301	212	128	52	49	11	45	16	9	22	1	host	otsB
gene-b0549	24	14	9	46	27	20	9	15	4	9	2	2	2	1	host	ybcO
gene-b2975	128	118	59	200	144	93	46	35	19	24	21	6	2	3	host	glcA
gene-b4101	63	76	27	54	72	29	18	7	5	14	9	6	3	2	host	phnG
gene-b2809	677	940	514	2952	2481	1520	382	434	111	262	117	57	85	16	host	ygdI
gene-b4107	71	86	42	111	81	49	32	35	4	15	9	4	6	1	host	yjdN
gene-b1472	2	3	1	8	10	6	2	1	0	1	1	0	1	0	host	yddL
gene-b3550	752	846	389	1380	1007	682	173	166	46	168	82	54	49	29	host	yiaC
gene-b0559	1	1	0	2	1	0	0	1	0	0	0	0	0	0	host	ybcW
gene-b1952	1	1	0	0	1	0	0	0	0	0	0	0	0	0	host	dsrB
gene-b4350	14330	13162	6352	17202	13491	8756	1634	1797	555	1517	842	598	858	231	host	hsdR
gene-b3663	1169	1122	488	1488	1033	738	206	199	54	183	78	54	82	24	host	yicN
gene-T4p147	0	0	53	1049	475	158	541	178	815	1558	558	62577	69935	41862	phage	5.1
gene-b1289	320	348	140	551	368	238	97	101	22	54	26	21	38	5	host	ycjD
gene-b1142	0	0	0	0	0	0	0	1	0	0	0	0	0	0	host	ymfH
gene-b4076	120	291	82	517	561	263	97	69	22	76	37	19	40	5	host	nrfG
gene-b0364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	yaiS
gene-b2606	60580	34031	16881	34404	18126	17521	15895	19441	5614	14151	7916	2299	2700	1239	host	rplS
gene-b0189	2738	3500	1145	4194	2929	1511	336	267	106	347	160	101	130	56	host	rof
gene-b0154	12569	13691	6519	14434	10720	7959	3625	4579	963	2255	1723	629	1027	319	host	hemL
gene-b4699	818	906	489	1584	568	876	887	546	108	516	272	238	365	48	host	fnrS
gene-b0830	5096	5802	2352	5906	5864	2563	1226	793	272	913	359	323	620	123	host	gsiB
gene-b4382	6185	7521	2724	10081	6675	3463	2021	1883	548	1386	807	421	635	142	host	deoA
gene-b2956	333	214	117	884	719	297	75	65	17	73	16	35	36	11	host	yggM
gene-b0356	3010	2977	1403	2951	2185	1754	1017	1211	346	699	535	143	225	85	host	frmA
gene-b0484	15435	31990	5035	31318	28773	8373	11002	4326	2779	8192	2408	2079	3395	394	host	copA
gene-b3196	2927	3152	1335	4718	3379	2322	550	542	152	463	242	125	190	64	host	yrbG
gene-b1943	0	0	0	0	1	1	0	0	0	0	0	0	0	0	host	fliK
gene-b3703	30217	40712	16282	44308	33157	30500	23766	27684	6023	13533	7660	1808	2443	759	host	rpmH
gene-b1973	161	217	104	315	236	143	57	40	11	35	16	8	14	5	host	zinT
gene-b0895	5264	11578	2983	14061	12901	6469	3216	2454	738	2165	908	519	1032	258	host	dmsB
gene-b3371	178	208	50	277	213	107	92	80	38	59	29	16	14	2	host	frlB
gene-b3421	299	395	145	424	234	205	99	76	27	70	41	11	28	4	host	rtcB
gene-b1018	1897	797	450	712	381	400	257	286	66	190	75	49	52	25	host	efeO
gene-b3279	10698	14770	6521	18242	14161	10101	3785	5101	1186	3408	2526	899	1043	330	host	yrdA
gene-b0746	8473	17098	5537	22006	20902	12221	6908	5675	1621	4327	1664	1404	2079	511	host	valZ
gene-T4p068	1	0	41	2015	2402	2410	109701	106321	53086	126610	92985	17682	24148	7783	phage	55.3
gene-b3709	115	130	34	221	165	96	54	40	16	30	18	8	8	2	host	tnaB
gene-b1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	paaC
gene-b4055	1483	2265	771	2393	1753	1197	227	285	69	202	118	69	95	29	host	aphA
gene-b2284	33789	45444	18979	51080	37020	25067	18882	21406	5011	10803	7697	2434	3810	1250	host	nuoF
gene-b2970	269	402	127	402	326	258	146	156	27	87	30	23	32	2	host	yghF
gene-b3877	172	209	72	283	180	111	71	39	20	54	15	21	10	7	host	yihP
gene-b0474	15091	17875	8509	18977	15236	14126	6836	7290	1740	3909	2449	875	1314	475	host	adk
gene-b0067	312	374	146	325	233	227	100	100	20	85	38	21	46	9	host	thiP
gene-b4047	2	3	0	8	1	6	1	1	1	0	0	0	0	1	host	yjbL
gene-b1988	350	257	182	499	294	199	83	69	24	55	28	16	26	4	host	nac
gene-b0537	2213	2625	931	4647	3150	1938	1078	968	312	850	351	130	171	53	host	intD
gene-b0699	971	1501	472	1733	1458	882	410	322	124	327	218	91	151	48	host	ybfA
gene-b2370	2546	2919	1746	5865	5253	3417	665	801	176	603	285	148	237	66	host	evgS
gene-b3555	335	436	150	651	465	272	88	63	20	65	32	22	27	6	host	yiaG
gene-b3315	203763	114959	70867	140591	58766	66541	28927	50925	9091	21752	15001	4669	5419	2893	host	rplV
gene-b1177	269	366	160	601	413	325	73	75	11	51	32	14	18	5	host	ycgJ
gene-b1929	0	0	0	1	0	0	0	0	0	0	0	0	0	0	host	yedE
gene-b3241	1174	1147	562	1711	1238	872	356	324	110	256	117	76	132	32	host	aaeA
gene-b3632	1	1	0	2	1	0	1	0	0	0	0	0	0	0	host	waaQ
gene-b3921	721	900	357	1097	706	528	177	152	35	127	55	35	46	9	host	yiiR
gene-b0912	7682	10489	3658	11264	8927	6252	2703	1975	577	1655	796	417	626	191	host	ihfB
gene-b0329	81	122	63	202	158	82	33	46	8	39	20	6	9	1	host	yahO
gene-b4179	26271	33968	12915	36718	25701	17133	9372	8804	2827	6573	3627	1824	2514	705	host	rnr
gene-b0881	3680	4002	1801	5648	2465	2159	663	553	166	515	240	189	217	48	host	clpS
gene-b0139	70	60	22	112	75	69	56	55	10	33	18	3	11	2	host	htrE
gene-b2187	3103	3237	1558	5144	3702	2916	1210	1459	297	756	381	168	263	69	host	yejL
gene-b0454	1395	902	428	1873	1120	755	159	176	58	132	89	58	78	18	host	ybaZ
gene-b0533	19	29	5	19	12	16	10	9	1	18	3	1	1	1	host	sfmH
gene-b3619	13011	16642	5897	19398	13738	8671	2629	2687	768	2252	1271	680	1035	312	host	rfaD
gene-b4046	1755	2183	899	2763	2013	1219	343	301	138	302	177	75	137	40	host	zur
gene-b1662	6458	9230	3566	11304	8365	5306	1641	1623	523	1299	794	382	495	153	host	ribC
gene-b2920	284	425	154	540	370	259	123	138	50	81	54	17	28	11	host	scpC
gene-b3144	952	1099	418	1888	1239	852	290	262	66	196	92	43	69	17	host	yraJ
gene-b2852	0	1	0	0	0	0	0	0	0	2	0	0	0	0	host	ygeH
gene-b2489	156	158	61	215	128	95	28	38	11	28	20	15	13	1	host	hyfI
gene-T4p100	0	2	46	4955	6259	5482	112587	117355	42287	106880	73953	15058	19315	8369	phage	mobD.3
gene-b0833	216	266	115	606	617	420	160	98	20	94	33	13	24	7	host	pdeI
gene-b3472	16766	22698	8294	21599	16192	9976	3438	3235	939	2798	1666	894	1415	354	host	dcrB
gene-b3155	4384	5486	1931	7636	5348	2823	500	373	185	495	283	202	341	83	host	yhbQ
gene-b3726	538	674	265	593	465	369	257	210	55	154	83	48	61	20	host	pstA
gene-b0896	6558	16341	4020	20961	21276	9016	5408	4022	1080	3303	1511	869	1680	343	host	dmsC
gene-b3902	101	102	50	243	200	138	36	50	12	37	9	5	18	1	host	rhaD
gene-b0767	7869	10643	3958	11575	8279	5331	1984	1919	606	1440	1072	463	697	200	host	pgl
gene-b4763	2562	2155	1436	3441	1154	1706	753	1100	133	476	297	195	246	54	host	sroC
gene-b4622	13	12	3	20	16	10	4	2	0	0	0	0	0	1	host	ytcA
gene-b1630	1301	1078	581	1368	1012	1183	431	511	137	269	144	56	68	44	host	rsxD
gene-b1175	8322	10548	4385	11054	8229	5708	1445	1669	430	1095	634	371	501	165	host	minD
gene-b3985	296892	303496	129388	302537	159893	134005	93598	105917	26358	62733	36945	12681	15408	5411	host	rplJ
gene-b2976	1774	2364	837	2528	1835	1199	519	539	150	346	191	116	144	46	host	glcB
gene-b4164	12828	20456	4640	34356	28080	16798	8641	5837	1732	4168	1426	1094	1454	415	host	glyX
gene-b0842	490	744	294	769	536	480	439	421	82	201	95	49	72	22	host	mdfA
gene-b4199	55	67	17	108	68	55	26	16	7	17	6	2	4	4	host	yjfY
gene-b3335	434	347	197	771	451	287	82	66	24	76	49	13	23	4	host	gspO
gene-b2075	766	693	333	838	656	497	263	280	58	154	88	51	53	16	host	mdtB
gene-b2078	493	457	198	564	366	287	72	80	19	63	35	28	31	8	host	baeS
gene-b3940	6896	6269	3295	6191	4611	3813	2605	2843	661	1371	1021	496	647	229	host	metL
gene-b3167	5393	5669	2166	5975	3987	2743	2228	2429	844	2025	1187	357	396	149	host	rbfA
gene-b1232	7776	10231	3924	10102	8279	6188	3072	3152	649	1858	990	386	633	198	host	purU
gene-b0770	49	60	20	73	72	46	66	68	16	47	18	2	8	4	host	ybhI
gene-b2679	2541	2436	1190	2501	1450	1325	726	942	232	538	395	127	152	82	host	proX
gene-b1893	4193	3537	1697	6660	4670	2915	1252	1332	378	834	560	225	275	75	host	insB5
gene-b3171	3447	2945	1060	6710	4014	3289	2024	1552	360	963	398	144	221	44	host	metY
gene-b3922	1339	2376	830	3011	2505	1121	319	235	94	314	153	82	138	39	host	yiiS
gene-b3070	442	261	182	436	340	193	168	183	27	75	39	10	30	8	host	nfeF
gene-b3956	54954	60832	28823	62483	50658	37906	10599	13919	3191	8603	6542	2977	4467	1532	host	ppc
gene-b1496	33	24	10	32	21	17	18	13	5	13	9	0	2	1	host	yddA
gene-b3174	9449	14421	3309	17911	15172	9768	2837	1876	477	1339	506	450	609	190	host	leuU
gene-b1022	46	78	27	99	72	65	35	21	4	17	13	6	6	3	host	pgaC
gene-b3685	2284	2004	773	3545	2017	1426	318	250	113	258	127	55	116	25	host	yidE
gene-b2993	1649	4915	1240	5579	6117	2948	2228	2193	495	1400	645	274	434	131	host	hybD
gene-b0330	85	81	41	143	104	62	25	25	8	21	8	6	12	2	host	prpR
gene-b3624	0	0	0	0	1	1	0	0	0	0	0	1	1	0	host	waaZ
gene-b2437	570	491	276	714	468	388	86	118	34	85	52	24	33	9	host	eutR
gene-b2673	47	8	11	27	11	15	6	4	3	6	3	3	2	0	host	gene-b2673_gene_nrdH
gene-b0984	393	410	183	770	597	345	99	81	35	83	56	10	26	9	host	gfcD
gene-b2897	3277	3477	1611	4505	3337	2185	929	814	244	714	347	183	263	85	host	sdhE
gene-b2376	79	94	45	173	112	52	17	21	3	19	8	4	1	1	host	ypdI
gene-b0421	6198	6893	3047	8081	6871	5448	1857	1914	493	1283	635	429	631	203	host	ispA
gene-b2106	0	0	0	1	0	0	0	0	0	0	0	0	0	0	host	rcnA
gene-b2672	143	186	55	332	218	140	59	48	27	64	27	18	26	10	host	ygaM
gene-b3295	451406	278257	158339	343692	178097	191032	79074	122382	23365	54475	36537	12470	16097	6787	host	rpoA
gene-T4p135	0	1	30	8810	9606	8813	27680	30458	11916	25801	19018	16901	20487	9334	phage	trna.4
gene-b0716	81	107	37	179	104	72	21	25	8	17	19	4	10	4	host	ybgO
gene-b0406	6996	8545	3703	7969	6432	6598	3395	3881	821	2068	1061	450	599	205	host	tgt
gene-b0718	138	143	66	272	184	114	55	44	9	29	20	9	14	4	host	ybgQ
gene-b4089	1034	1237	538	1560	1190	1003	194	206	46	172	92	39	63	17	host	alsR
gene-b4165	7155	11899	2490	20136	17411	9441	4603	3249	819	2064	680	536	658	194	host	glyY
gene-b4389	5764	5282	2727	4599	3755	3547	1255	1690	326	765	546	313	415	164	host	radA
gene-b3354	923	796	420	1124	687	520	238	248	48	157	77	33	51	16	host	yheU
gene-b1764	10399	11599	4522	13470	8589	5721	1580	1503	493	1286	765	449	721	213	host	selD
gene-T4p198	0	0	21	725	345	104	482	172	4040	9593	2456	30018	30309	19105	phage	alt.-2
gene-b3570	10149	8538	4263	17970	15151	10667	3322	2889	678	1735	794	488	733	183	host	bax
gene-b3243	2234	2457	1152	3641	2450	1514	318	323	105	311	136	89	166	51	host	aaeR
gene-b4259	3053	2553	1290	3237	2289	1814	728	870	160	395	229	107	192	47	host	holC
gene-b1482	813	1078	388	1459	937	647	163	156	52	130	98	48	75	14	host	osmC
gene-b0492	10562	12376	5850	12282	9102	7577	2984	3815	773	1809	1345	609	811	263	host	cnoX
gene-b0789	157	167	65	229	143	94	66	67	24	55	29	6	12	5	host	clsB
gene-T4p047	2	6	268	1065	523	216	86859	40713	296566	681050	279654	389008	523172	163176	phage	43
gene-b4212	320	312	146	426	283	275	112	68	16	73	26	25	40	13	host	ytfH
gene-b0172	24360	29181	10521	28727	21082	14584	8330	8548	1940	5016	2705	1142	1603	537	host	frr
gene-b2008	634	883	319	1290	900	579	158	110	41	122	40	47	59	21	host	yeeA
gene-b2494	2755	3138	1257	4755	2885	1981	644	563	226	583	271	150	243	58	host	bepA
gene-b0796	1463	1279	575	1611	973	694	156	158	54	133	99	52	77	39	host	cecR
gene-b4068	207	255	86	292	185	128	62	52	15	42	23	12	12	3	host	yjcH
gene-b4021	6854	15403	4282	12758	15014	7204	4607	3360	1008	3140	1745	577	1234	259	host	pepE
gene-b0078	582	653	264	703	410	382	153	180	35	106	63	29	40	19	host	ilvH
gene-b1343	984	1520	615	1636	1511	1202	1147	961	166	548	251	127	160	51	host	dbpA
gene-b0296	171	177	71	237	141	140	50	39	15	41	19	7	11	3	host	ykgM
gene-b3596	20	19	5	49	32	31	22	12	1	8	4	0	4	1	host	yibG
gene-b1786	450	960	249	953	813	637	411	351	87	228	106	35	74	13	host	dgcJ
gene-b4689	3	6	3	27	7	7	3	1	0	2	0	2	2	0	host	rzoQ
gene-b4805	33927	39519	18737	69872	34180	15605	2247	1244	1050	3022	1267	988	1701	372	host	raiZ
gene-b2244	207	210	109	328	222	153	52	89	17	61	31	4	19	6	host	rpnE
gene-b2953	973	1063	517	1288	1023	829	415	459	93	227	117	56	93	29	host	yggU
gene-b0276	1	0	0	0	1	0	0	0	0	0	0	0	0	0	host	yagJ
gene-b0220	657	824	314	933	613	404	158	128	42	109	58	22	33	13	host	ivy
gene-b2962	1805	2319	1017	2270	1491	1420	591	552	150	392	262	81	116	41	host	yggX
gene-b3761	1539	1794	628	1464	1428	1747	693	473	110	256	126	50	77	16	host	trpT
gene-b4666	264	372	122	364	238	174	89	113	19	53	50	12	16	6	host	ibsE
gene-b2352	0	0	0	0	0	0	0	0	0	0	1	0	0	1	host	yfdI
gene-b0258	0	0	0	1	0	0	0	0	0	0	0	0	0	0	host	ykfC
gene-b1105	7976	9831	4124	11062	8086	5434	1810	1779	536	1342	817	583	774	192	host	lpoB
gene-b1325	3100	4325	1584	6116	4808	2814	791	666	253	689	313	206	392	89	host	ycjG
gene-b4233	10550	13649	5481	13593	11018	7881	2917	3080	667	1914	1084	610	994	272	host	mpl
gene-b0801	6195	7118	2984	8966	5686	3752	1937	2126	812	1743	1246	383	544	158	host	hcxB
gene-b2841	495	513	215	765	514	315	91	73	30	61	37	13	23	11	host	araE
gene-b1227	1798	21853	2875	27788	16729	10565	3095	4926	1308	1835	1794	1339	1033	372	host	narI
