Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	45_R1	45_R2	45_R3	75_R1	75_R2	75_R3	135_R1	135_R2	135_R3	Entity	Symbol
gene-FTB24_08575	504	560	340	396	648	799	525	638	651	451	444	599	711	398	734	host	gene-FTB24_08575
gene-FTB24_15705	627	691	631	611	719	673	688	853	748	1043	945	1163	1393	1026	1419	host	gene-FTB24_15705
gene-FTB24_00240	330	371	281	423	713	655	757	784	799	560	596	561	542	425	514	host	gene-FTB24_00240
gene-FTB24_01820	534	602	790	380	407	486	509	523	516	414	488	553	673	659	729	host	gene-FTB24_01820
gene-JD032_5	35	15	35	29825	24210	22005	27569	33150	33249	10885	13324	17544	11696	45629	41812	phage	gene-JD032_5
gene-FTB24_12790	14962	16042	9864	13315	23343	21536	14391	16603	14506	10331	10455	9883	12638	8190	11976	host	efp
gene-FTB24_04860	1244	1525	929	1016	1676	1431	1235	1459	1186	1047	1212	1205	1251	662	1148	host	gene-FTB24_04860
gene-FTB24_14050	7866	4640	6913	20317	10110	11102	10698	8973	8284	10063	6933	6291	30859	17563	16247	host	gene-FTB24_14050
gene-FTB24_09495	3	3	69	13	7	32	30	12	29	5	14	39	17	65	73	host	ssb
gene-FTB24_12610	3727	4426	3880	3330	4705	4287	5114	5573	5141	3441	3215	3833	3691	2795	3877	host	mnmA
gene-FTB24_05850	2356	2241	1954	2125	2549	2560	1923	2146	1775	1847	1666	1625	2475	1799	2396	host	gene-FTB24_05850
gene-FTB24_16370	46	35	95	47	52	65	62	54	55	52	77	101	92	140	231	host	gene-FTB24_16370
gene-FTB24_08440	161	186	108	144	219	233	267	333	303	402	494	536	1299	691	1271	host	gene-FTB24_08440
gene-FTB24_10295	3373	3634	1083	713	1036	968	994	911	669	839	816	749	1344	1025	1265	host	gene-FTB24_10295
gene-FTB24_07395	1266	1181	1040	1362	1856	1824	1515	1775	1513	1277	1151	1261	1442	1093	1617	host	gene-FTB24_07395
gene-FTB24_10520	1334	1044	1616	1111	1030	1167	902	962	873	833	719	806	1348	1226	1422	host	gene-FTB24_10520
gene-FTB24_07785	8903	10067	10220	5420	6850	7371	5628	5896	4982	7471	6173	5891	12979	8807	10510	host	gene-FTB24_07785
gene-FTB24_01480	3579	2274	3834	3348	2228	2425	2095	2222	1865	1922	1399	1484	3288	2835	2816	host	yvcK
gene-FTB24_08020	2259	3521	2200	1749	3690	3357	1965	2600	2549	1777	2025	2296	1815	1493	2120	host	gene-FTB24_08020
gene-FTB24_12685	466	532	394	346	452	397	417	400	413	380	383	398	600	436	618	host	gene-FTB24_12685
gene-FTB24_11310	2011	1645	2325	2324	1962	1593	2447	2720	2325	2135	1882	2147	3387	2647	3463	host	gene-FTB24_11310
gene-FTB24_12235	32	50	147	26	33	82	77	58	67	45	83	98	57	212	189	host	gene-FTB24_12235
gene-FTB24_16025	5221	5744	5505	4289	5575	4922	4487	4904	4591	5002	4925	5152	6968	4670	6523	host	gene-FTB24_16025
gene-FTB24_14095	889	976	1006	588	906	769	703	765	779	733	766	767	939	670	849	host	gene-FTB24_14095
gene-FTB24_08630	104	138	111	104	86	150	82	150	116	137	138	117	204	130	210	host	gene-FTB24_08630
gene-FTB24_08095	7499	8036	4619	6798	10768	10061	8833	10023	9918	6633	7099	7383	8342	5195	8310	host	gene-FTB24_08095
gene-FTB24_08665	189	257	170	136	318	269	318	406	390	357	407	410	375	249	338	host	gene-FTB24_08665
gene-FTB24_02420	186	160	167	158	271	232	181	168	211	198	192	167	279	225	271	host	gene-FTB24_02420
gene-FTB24_11425	533	582	472	327	525	607	305	329	329	202	203	202	397	355	524	host	gene-FTB24_11425
gene-FTB24_17250	829	1189	654	884	1073	656	814	799	519	565	551	631	369	374	541	host	gene-FTB24_17250
gene-FTB24_05200	3059	4086	2935	2108	3657	3532	2893	3523	3230	2747	2923	3268	2955	2235	3313	host	hpt
gene-FTB24_06750	9196	12262	9475	7379	11578	11993	13293	15370	14598	26131	24963	27381	15866	9755	16928	host	gene-FTB24_06750
gene-FTB24_16465	38	38	79	50	48	91	51	54	59	46	54	57	67	78	115	host	gene-FTB24_16465
gene-FTB24_14320	130	135	225	129	106	150	88	79	78	67	84	87	109	162	155	host	gene-FTB24_14320
gene-FTB24_09595	1100	1305	648	1630	2341	2201	1792	2064	2106	1232	1301	1347	1480	849	1419	host	gene-FTB24_09595
gene-FTB24_01150	4522	4936	3537	4617	5406	4726	4335	4671	4287	3469	3441	3808	3536	2261	3336	host	gene-FTB24_01150
gene-FTB24_12330	3836	4852	3078	2179	3870	3620	2868	3415	3101	2315	2851	2804	2917	1897	2675	host	gene-FTB24_12330
gene-FTB24_18345	34084	27591	68157	30701	19005	21662	17013	16540	14638	16915	13423	13441	30390	29056	27299	host	rpsD
gene-FTB24_08685	18	27	25	20	30	32	51	35	25	26	35	40	77	68	78	host	gene-FTB24_08685
gene-FTB24_00180	4271	3953	2826	3283	5659	5161	3960	4606	4446	2858	3188	3547	2880	1899	2901	host	gene-FTB24_00180
gene-FTB24_12115	124	87	132	71	72	155	92	95	95	92	93	135	172	253	365	host	gene-FTB24_12115
gene-FTB24_13695	1266	1419	2158	1399	1031	1284	525	762	982	661	710	1279	1253	1180	1951	host	gene-FTB24_13695
gene-FTB24_02410	687	484	834	622	422	504	554	529	471	604	474	466	765	813	743	host	gene-FTB24_02410
gene-FTB24_04390	6441	5157	6249	5420	5242	5118	4272	4098	3449	3821	3242	3973	6541	4771	5568	host	gene-FTB24_04390
gene-FTB24_07960	71	53	164	44	45	61	59	64	54	76	75	85	269	312	233	host	gene-FTB24_07960
gene-FTB24_12400	3794	2579	4106	5687	4076	4380	3602	3437	3325	2885	2165	2278	4796	3939	3826	host	dapG
gene-FTB24_10265	71	48	183	93	69	105	76	62	77	54	62	91	88	178	197	host	gene-FTB24_10265
gene-FTB24_10815	28	71	78	31	44	56	30	45	50	42	99	86	58	69	112	host	gene-FTB24_10815
gene-FTB24_05890	7409	8734	9877	5703	6156	6737	6195	6626	5983	7821	6867	6911	14672	10097	14136	host	gene-FTB24_05890
gene-FTB24_15280	22096	32812	25536	10719	19131	18551	14470	16222	13744	13797	12730	12191	19661	15469	21779	host	gene-FTB24_15280
gene-FTB24_07605	1339	1934	1380	1231	2059	2053	2135	2644	2422	2461	2195	2515	2734	1983	2832	host	gene-FTB24_07605_gene_hflX
gene-FTB24_06300	262	390	328	172	313	304	343	364	334	312	291	315	239	244	319	host	gene-FTB24_06300
gene-FTB24_08230	253	338	309	188	294	293	301	335	309	350	424	481	562	504	695	host	gene-FTB24_08230
gene-FTB24_08420	8095	9579	9049	5108	6788	6682	5198	5533	4846	4812	4492	4420	6451	4628	6170	host	gene-FTB24_08420
gene-FTB24_04440	120	136	314	137	132	186	181	159	145	146	130	168	244	324	354	host	gene-FTB24_04440
gene-FTB24_10380	343	222	381	287	330	310	290	348	299	225	243	305	336	403	457	host	gene-FTB24_10380
gene-FTB24_16815	2503	3437	1996	1630	2309	2625	2318	3045	2921	2944	3252	3553	1914	1523	2487	host	gene-FTB24_16815
gene-FTB24_12120	248	228	387	276	237	367	252	218	384	239	230	406	607	636	1285	host	gene-FTB24_12120
gene-FTB24_12655	52	36	285	48	50	149	74	57	94	43	55	116	84	301	324	host	gene-FTB24_12655
gene-FTB24_06140	1307	1844	1386	1434	1747	1737	1452	1782	1923	1936	2319	2983	6048	5293	8821	host	gene-FTB24_06140
gene-FTB24_10955	34	28	26	51	104	69	74	66	62	65	44	74	72	77	76	host	gene-FTB24_10955
gene-FTB24_01540	657	687	448	381	557	466	551	575	572	518	490	490	921	571	814	host	gene-FTB24_01540
gene-FTB24_12600	1522	1063	1559	1871	1116	1099	924	853	834	860	710	704	1660	1096	1220	host	gene-FTB24_12600
gene-FTB24_15550	11	11	84	4	5	30	13	7	14	2	7	18	12	62	45	host	gene-FTB24_15550
gene-FTB24_01490	5443	3946	5216	4297	3385	3648	3145	3239	2784	2499	2178	2292	4061	3435	3541	host	whiA
gene-FTB24_02560	259	324	357	246	289	354	293	283	292	260	316	269	245	302	343	host	gene-FTB24_02560
gene-FTB24_00825	853	846	684	545	831	728	728	763	604	560	522	436	809	628	750	host	rnmV
gene-FTB24_18860	9998	15274	12750	4794	10855	8938	8049	9810	9581	7975	9438	7370	6714	3954	6167	host	gene-FTB24_18860
gene-FTB24_17200	2057	1736	1602	2345	1088	1308	883	1009	885	787	776	1076	1145	1132	1343	host	gene-FTB24_17200
gene-FTB24_11280	389	374	479	271	317	332	247	253	232	214	201	253	256	265	308	host	gene-FTB24_11280
gene-FTB24_08565	107	113	113	87	150	112	91	107	87	89	116	95	112	132	187	host	gene-FTB24_08565
gene-FTB24_00160	75	152	146	45	90	67	57	102	80	67	97	66	124	59	97	host	gene-FTB24_00160
gene-FTB24_02460	411	360	831	281	255	335	230	254	263	211	207	255	336	421	503	host	gene-FTB24_02460
gene-FTB24_10020	52	79	100	46	60	76	49	58	65	32	43	71	56	117	129	host	gene-FTB24_10020
gene-FTB24_16490	70	76	77	72	100	107	88	131	98	74	86	125	78	78	136	host	gene-FTB24_16490
gene-FTB24_14135	40942	41052	29711	26619	22584	18434	16636	16317	14949	12232	14650	16410	19880	15963	23188	host	gene-FTB24_14135
gene-FTB24_15395	760	684	1427	784	668	785	754	646	610	642	617	798	803	1151	1140	host	tcdB
gene-FTB24_02415	634	447	730	513	454	489	542	514	458	507	435	465	669	640	719	host	gene-FTB24_02415
gene-FTB24_17645	412	322	413	301	387	421	399	358	352	284	271	306	374	426	432	host	larB
gene-FTB24_07330	378	337	392	376	532	518	507	544	450	432	381	406	538	487	670	host	gene-FTB24_07330
gene-FTB24_13690	1029	937	1667	1021	692	926	460	493	648	668	608	1139	1367	1225	2000	host	gene-FTB24_13690
gene-FTB24_05690	4454	4961	3508	4104	14008	4803	3111	3324	3185	2227	2274	2458	2291	1575	2346	host	ltaE
gene-FTB24_00460	1019	825	1030	1326	1239	1364	1051	1153	995	786	666	691	1195	983	995	host	gene-FTB24_00460
gene-FTB24_16980	662	626	858	349	326	384	348	372	324	262	281	313	428	461	463	host	gene-FTB24_16980
gene-FTB24_11005	7430	10965	5802	4738	7230	5648	4474	5409	5645	3386	4408	5048	4506	3424	5892	host	gene-FTB24_11005
gene-FTB24_12875	96	126	91	70	71	144	131	159	157	160	163	196	195	158	197	host	gene-FTB24_12875
gene-FTB24_00470	4088	4216	2340	3066	4570	4247	2634	2542	2524	1555	1702	1766	1998	1291	1950	host	gene-FTB24_00470
gene-FTB24_03545	553	432	563	326	283	267	230	234	212	181	172	174	282	187	255	host	gene-FTB24_03545_gene_cas2
gene-FTB24_07945	13543	15925	9905	9814	15019	13293	20766	21439	19351	18334	17728	17016	22839	13793	18820	host	gene-FTB24_07945
gene-FTB24_00910	1599	944	1463	1137	694	756	723	768	692	676	555	628	1043	986	1199	host	gene-FTB24_00910
gene-FTB24_16365	570	609	559	609	798	857	775	789	822	761	839	974	539	410	585	host	gene-FTB24_16365
gene-FTB24_14710	2777	3004	1583	2538	3736	2857	2853	3359	3029	2719	2623	2656	2336	1695	2421	host	gene-FTB24_14710
gene-FTB24_14700	29	18	106	16	19	31	31	20	24	22	24	42	19	79	76	host	gene-FTB24_14700
gene-FTB24_07480	4304	3493	736	1434	244	114	854	180	71	462	120	114	497	266	303	host	gene-FTB24_07480
gene-FTB24_00690	7356	8590	5828	4579	7894	7648	8879	9954	9538	8047	7828	7721	9642	6031	8494	host	gene-FTB24_00690
gene-FTB24_03280	570	596	642	452	443	500	618	539	418	555	555	540	611	524	561	host	gene-FTB24_03280
gene-FTB24_08085	8602	8167	8622	6622	7821	7028	5381	5536	5039	4551	4432	4949	8982	6222	8490	host	rseP
gene-FTB24_08005	380	355	518	447	443	464	408	527	417	397	448	465	481	270	404	host	gene-FTB24_08005
gene-FTB24_16535	114	120	85	77	118	118	122	156	112	104	132	170	91	74	105	host	gene-FTB24_16535
gene-FTB24_07085	710	890	1044	3249	3434	2706	2696	1954	1007	839	422	354	362	326	357	host	gene-FTB24_07085
gene-FTB24_19210	6743	4707	12209	7483	3458	4266	3451	3313	3316	3676	2900	3144	9340	9069	7818	host	gyrB
gene-FTB24_00485	183	114	377	220	190	291	242	208	193	376	317	332	1027	861	847	host	pyrF
gene-FTB24_10490	2365	3080	2252	2664	4851	3976	3198	3499	3204	2550	2212	2449	3568	2358	3922	host	gene-FTB24_10490
gene-FTB24_18925	21519	34810	32104	9345	20257	18058	14123	18786	17029	11322	15423	12372	9512	5025	9134	host	gene-FTB24_18925
gene-FTB24_06275	158	352	120	61	149	106	193	233	185	210	198	175	150	130	201	host	gene-FTB24_06275
gene-FTB24_10390	1547	1915	1055	977	1840	1684	1730	2053	1966	1587	1532	1609	1784	1125	1758	host	gene-FTB24_10390
gene-FTB24_15730	570	532	433	257	511	390	325	399	339	220	201	215	545	473	595	host	gene-FTB24_15730
gene-FTB24_16740	422	515	350	379	563	535	503	537	504	433	459	489	294	286	385	host	gene-FTB24_16740
gene-FTB24_04210	13565	10808	12239	9239	8739	8161	7178	7256	5754	8996	8137	7262	18263	14933	15426	host	gene-FTB24_04210
gene-FTB24_06710	1996	2200	1727	1314	1821	1740	1954	2132	1834	2165	1867	1932	1754	1354	1767	host	gene-FTB24_06710
gene-FTB24_09765	1202	864	1403	1029	852	866	781	728	664	742	585	670	1524	1231	1283	host	gene-FTB24_09765
gene-FTB24_09475	22	31	147	41	24	72	60	30	58	46	43	55	71	162	155	host	gene-FTB24_09475
gene-FTB24_00475	1892	1656	1614	1430	1767	1834	1564	1677	1484	1158	969	1079	1471	1257	1472	host	gene-FTB24_00475
gene-FTB24_11415	9779	16156	10410	5076	9376	8326	7722	9431	9161	8085	10633	10069	7839	4744	7296	host	cdeA
gene-FTB24_12895	543	329	823	687	459	503	424	396	355	374	325	362	1485	1306	1307	host	gene-FTB24_12895
gene-FTB24_12100	44	73	98	51	57	83	66	76	97	39	61	68	75	91	132	host	gene-FTB24_12100
gene-FTB24_14330	29	36	100	43	34	64	37	35	47	22	35	54	34	138	137	host	gene-FTB24_14330
gene-FTB24_16705	31	22	300	48	31	147	83	49	76	50	78	118	53	265	276	host	gene-FTB24_16705
gene-FTB24_11595	3373	4113	3956	2236	2680	2549	2800	2738	2400	2549	2490	2625	2552	2051	2750	host	gene-FTB24_11595
gene-FTB24_15060	2434	1575	2909	2742	1614	1915	1837	1651	1506	2412	1721	1914	4173	3806	4046	host	gene-FTB24_15060
gene-FTB24_01230	12	19	114	21	26	49	43	22	37	23	38	48	27	105	98	host	gene-FTB24_01230
gene-FTB24_07305	35	50	216	43	46	66	71	39	80	46	65	84	58	148	152	host	gene-FTB24_07305
gene-FTB24_15695	251	256	173	401	393	402	474	398	433	312	323	377	409	273	461	host	gene-FTB24_15695
gene-FTB24_14895	655	596	591	565	601	513	487	458	419	327	313	325	455	424	432	host	gene-FTB24_14895
gene-FTB24_14060	62	42	287	101	89	147	113	71	139	76	101	127	97	315	294	host	leuB
gene-FTB24_00060	2737	2094	2879	3057	2215	2589	1887	1796	1837	1479	1298	1422	2744	2325	2347	host	gene-FTB24_00060
gene-FTB24_16220	25228	32877	18389	18763	28851	26678	24441	28478	28275	29611	28867	31050	23155	15408	23353	host	sat4
gene-FTB24_11560	849	1014	813	766	959	902	785	940	859	829	789	816	1009	838	1030	host	gene-FTB24_11560
gene-FTB24_17245	320	339	563	338	289	284	422	372	349	325	237	316	180	384	383	host	gene-FTB24_17245
gene-FTB24_17405	275	136	324	292	131	158	172	130	138	114	98	144	218	248	293	host	fliS
gene-FTB24_15495	160	176	176	115	219	177	185	205	185	129	184	157	193	122	137	host	gene-FTB24_15495
gene-FTB24_13955	2353	2885	1519	1141	1871	1717	1471	1491	1491	1191	1336	1242	1022	664	923	host	gene-FTB24_13955
gene-FTB24_16985	3055	3168	2243	2111	3352	3485	3439	3956	3423	2885	2854	2879	3183	2245	2952	host	gene-FTB24_16985
gene-FTB24_18270	3296	5225	4605	1569	3844	2634	2781	3364	2783	3038	3940	2749	1988	912	1478	host	gene-FTB24_18270
gene-FTB24_16565	176	166	207	124	220	241	223	190	204	163	180	195	181	232	260	host	gene-FTB24_16565
gene-FTB24_19155	849	843	1700	278	509	529	311	472	358	220	358	262	335	245	237	host	gene-FTB24_19155
gene-JD032_19	17	6	23	3053	4283	3332	23849	28332	23545	28938	33529	31323	30014	35005	37071	phage	gene-JD032_19
gene-FTB24_03215	15676	17585	8723	8969	14317	12012	8116	9299	8726	6183	7014	7139	7238	4976	7395	host	gene-FTB24_03215
gene-FTB24_09940	2429	2097	3130	1996	1866	1987	1766	2159	1840	2009	1807	1919	4022	2983	3770	host	gene-FTB24_09940
gene-FTB24_10850	554	1072	859	424	932	815	592	715	605	702	753	807	1397	1051	1696	host	gene-FTB24_10850
gene-FTB24_10630	1735	2375	1643	1560	2484	2315	1798	1900	1861	1350	1525	1692	1456	1113	1588	host	gene-FTB24_10630
gene-FTB24_11825	17	14	75	12	21	40	25	13	28	23	30	36	24	91	80	host	pdaA
gene-FTB24_00370	1155	1476	1168	739	969	804	950	1095	993	914	956	1083	3403	2161	3298	host	gene-FTB24_00370
gene-FTB24_02475	189	147	854	213	138	312	270	198	230	148	204	335	240	670	625	host	xdh
gene-FTB24_15605	419	441	320	378	776	670	681	769	576	495	610	545	964	724	908	host	gene-FTB24_15605
gene-FTB24_17190	575	554	916	917	429	542	380	368	401	461	438	530	927	973	1068	host	gene-FTB24_17190
gene-FTB24_17465	707	591	878	678	590	708	563	551	527	509	434	485	682	680	793	host	rfbA
gene-FTB24_06935	770	821	489	916	1279	1163	1168	1243	947	701	710	657	1003	720	1040	host	gene-FTB24_06935
gene-FTB24_08925	18	6	60	12	21	31	22	21	29	21	39	55	28	84	79	host	gene-FTB24_08925
gene-FTB24_12840	2	2	12	2	3	5	1	1	1	4	4	6	10	21	18	host	gene-FTB24_12840
gene-FTB24_16205	15827	20571	12606	10214	19350	18069	17116	20452	18637	22054	21272	21856	18658	13187	19049	host	gene-FTB24_16205
gene-FTB24_04220	3788	4797	3968	2325	3132	2412	2261	2872	4207	1637	1568	1997	2236	1831	2514	host	gene-FTB24_04220
gene-FTB24_08375	2041	2084	1509	1956	2812	2847	2841	3110	2798	2540	2146	2490	2693	2050	3024	host	gene-FTB24_08375
gene-FTB24_08175	1264	930	1554	1190	881	1091	944	789	782	887	753	1083	1753	1444	1733	host	gene-FTB24_08175
gene-FTB24_03285	1106	1258	1081	886	991	1046	1241	1124	989	1269	1145	1288	1408	965	1314	host	gene-FTB24_03285
gene-FTB24_10320	372	490	352	377	671	643	617	667	607	392	485	466	418	308	416	host	gene-FTB24_10320
gene-FTB24_07095	2503	3740	5459	17363	15379	12280	12126	9200	5045	3932	2153	1545	1248	929	1017	host	gene-FTB24_07095
gene-FTB24_13360	10366	9834	11344	12020	12898	12522	8582	9685	8780	6949	6064	6010	10110	7858	11023	host	gene-FTB24_13360
gene-FTB24_11795	4732	3036	5251	4059	2917	2913	2725	2700	2298	2581	2164	2099	5888	5541	5258	host	gene-FTB24_11795
gene-FTB24_13990	1156	1219	1368	935	1121	1216	920	1057	941	1057	964	975	1445	1179	1466	host	gene-FTB24_13990
gene-FTB24_01980	3738	6617	6181	1590	2815	2926	1920	2658	2514	2249	2785	2832	1696	1735	2176	host	gene-FTB24_01980
gene-FTB24_16225	49338	62312	37257	36905	54782	49320	45526	49074	48980	53405	51444	55887	40148	23999	36583	host	aph(3')-IIIa
gene-FTB24_18080	2608	4170	3712	1240	2458	2513	1969	2183	2044	1510	2062	1507	1395	795	1168	host	gene-FTB24_18080
gene-FTB24_04985	1206	1638	1370	923	1393	1403	1068	1193	1254	1351	1483	1713	1356	957	1462	host	gene-FTB24_04985
gene-FTB24_11435	1309	1664	1192	1181	1756	1586	1551	1664	1365	1436	1359	1339	1666	1166	1663	host	deoC
gene-FTB24_02170	1653	2288	1437	865	1686	1479	795	1015	969	672	723	785	757	488	742	host	gene-FTB24_02170_gene_hpt
gene-FTB24_19095	1913	2052	1381	1156	2049	1710	1639	2074	1758	1541	1388	1387	1578	1228	1657	host	gene-FTB24_19095
gene-FTB24_07915	2797	3772	2780	2074	4043	4059	3204	3997	3787	3336	4043	4082	4752	3028	5071	host	gene-FTB24_07915
gene-FTB24_04615	1035	1163	904	851	1423	1426	1380	1607	1487	1328	1332	1389	1581	768	1096	host	gene-FTB24_04615
gene-FTB24_02835	101	117	485	108	103	252	164	127	181	99	184	223	156	423	432	host	gene-FTB24_02835
gene-FTB24_02625	1498	825	2024	959	672	879	984	815	724	1206	1023	1085	1336	1796	1859	host	gene-FTB24_02625
gene-FTB24_09665	967	664	1080	978	630	868	802	726	692	761	669	612	1848	1912	1935	host	pheA
gene-FTB24_00500	854	650	1069	794	750	817	674	691	668	637	546	634	1738	1406	1298	host	gene-FTB24_00500_gene_carA
gene-FTB24_00145	54	116	135	56	100	120	94	131	91	89	104	81	145	81	124	host	gene-FTB24_00145
gene-FTB24_00540	2550	2451	2639	2008	2765	2391	2457	2504	2317	2305	2246	2468	2538	1911	2227	host	gene-FTB24_00540
gene-FTB24_15350	537	626	403	389	623	560	544	519	554	321	327	389	313	219	257	host	gene-FTB24_15350
gene-FTB24_03550	634	833	550	365	684	569	687	798	770	828	829	920	872	749	968	host	gene-FTB24_03550
gene-FTB24_01910	2541	3319	2508	2877	3629	3201	2004	2298	2013	1122	1292	1232	1027	813	1068	host	gene-FTB24_01910_gene_proC
gene-FTB24_05485	9	16	92	16	12	53	29	13	23	10	26	27	19	98	75	host	gene-FTB24_05485
gene-FTB24_05965	142	138	347	95	134	239	136	143	158	168	134	204	233	388	565	host	gene-FTB24_05965
gene-FTB24_08875	14782	15037	20044	14990	10984	10660	7883	9632	9343	8021	7160	7854	16643	12600	14270	host	accC
gene-FTB24_00560	150	169	173	93	175	182	143	180	153	147	142	144	197	200	214	host	gene-FTB24_00560
gene-FTB24_04435	158	166	281	138	164	144	150	138	158	132	135	161	263	301	279	host	gene-FTB24_04435
gene-FTB24_09170	12	28	60	20	18	36	34	17	20	29	29	39	36	108	107	host	gene-FTB24_09170_gene_mobC
gene-FTB24_14040	10247	6236	8601	26469	12123	13283	14505	11828	11298	13086	7892	7700	36119	21773	18840	host	gene-FTB24_14040
gene-JD032_31	6	5	23	387	355	1411	6696	6416	4614	19343	17659	21892	12260	37709	35832	phage	gene-JD032_31
gene-FTB24_18515	54332	40027	93080	56623	30822	35280	30814	30950	27734	38271	29117	29704	95099	77931	70351	host	rpoC
gene-FTB24_13760	1171	789	1702	1954	1097	1293	1172	1186	1037	1088	863	928	2167	1822	2037	host	sbcD
gene-FTB24_01800	4787	4056	6145	4357	3889	3819	3483	3711	3738	3178	3498	3785	4039	3270	3607	host	gene-FTB24_01800
gene-FTB24_07070	2456	3130	1987	1309	2341	2281	1793	2074	1765	1626	1443	1420	1182	1089	1369	host	gene-FTB24_07070
gene-FTB24_19285	50	44	401	45	48	170	91	43	116	40	82	156	60	481	427	host	gene-FTB24_19285
gene-FTB24_00960	23193	24120	21666	15921	18924	18041	14080	14856	12968	10815	10066	10030	16110	12271	15200	host	mazG
gene-FTB24_04825	8552	11272	5144	3486	10003	9696	4268	6827	6833	2802	4135	4492	3180	2895	4940	host	gene-FTB24_04825
gene-FTB24_01350	5499	3181	5894	4398	2416	2815	2448	2480	2214	2337	1854	2095	3711	3355	3452	host	gene-FTB24_01350
gene-FTB24_05855	12382	12103	11477	11495	13754	13626	11296	11571	10349	10090	9250	9198	13226	8796	11520	host	gene-FTB24_05855
gene-FTB24_09055	21	35	43	20	34	29	28	21	28	51	31	41	36	48	45	host	gene-FTB24_09055
gene-FTB24_03640	572	361	564	847	467	494	384	331	309	354	259	315	728	710	667	host	gene-FTB24_03640
gene-FTB24_06260	643	870	531	501	897	822	503	587	642	394	420	531	590	480	681	host	gene-FTB24_06260
gene-FTB24_10310	699	783	414	508	1013	809	480	660	673	391	367	472	616	401	609	host	gene-FTB24_10310
gene-FTB24_14000	451	371	765	392	360	431	305	359	288	394	317	342	613	638	709	host	gene-FTB24_14000
gene-FTB24_19290	50	45	393	64	51	189	94	63	110	59	102	171	66	432	421	host	gene-FTB24_19290_gene_ssb
gene-FTB24_06955	44	38	147	82	74	104	91	76	69	84	85	92	102	128	184	host	gene-FTB24_06955
gene-FTB24_04720	1536	1854	1069	1453	2147	2016	1624	1773	1868	1511	1590	1792	1418	1127	1848	host	gene-FTB24_04720
