Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol
gene-AUO97_RS17825	311	242	134	155	29	21	host	gene-AUO97_RS17825
gene-AUO97_RS02540	169	126	46	48	26	14	host	gene-AUO97_RS02540
gene-AUO97_RS14630	12	14	4	4	2	2	host	mdcA
gene-AUO97_RS15700	0	0	0	0	0	0	host	gene-AUO97_RS15700
gene-AUO97_RS10445	347	228	86	106	39	41	host	pheS
gene-AUO97_RS16275	51	45	12	15	5	7	host	gene-AUO97_RS16275
gene-AUO97_RS01250	514	472	153	206	128	76	host	gene-AUO97_RS01250
gene-M172_gp48	583	671	4345	6574	39913	32535	phage	gene-M172_gp48
gene-AUO97_RS18545	67	61	16	25	6	5	host	gene-AUO97_RS18545
gene-AUO97_RS05505	23	22	14	12	2	6	host	gene-AUO97_RS05505
gene-AUO97_RS05910	0	0	0	0	0	0	host	gene-AUO97_RS05910
gene-AUO97_RS00300	28	25	12	6	11	0	host	gene-AUO97_RS00300
gene-AUO97_RS07590	738	527	250	280	160	128	host	gene-AUO97_RS07590
gene-AUO97_RS10040	30	36	2	6	2	4	host	gene-AUO97_RS10040
gene-AUO97_RS14205	756	453	135	126	100	41	host	gene-AUO97_RS14205
gene-AUO97_RS07800	456	387	141	137	66	56	host	serB
gene-AUO97_RS10485	200	151	52	61	27	19	host	tilS
gene-AUO97_RS15140	13	7	8	5	1	4	host	gene-AUO97_RS15140
gene-AUO97_RS01110	281	212	119	134	67	64	host	pstB
gene-AUO97_RS05215	29	25	6	9	9	8	host	gene-AUO97_RS05215
gene-AUO97_RS02915	36	25	4	7	7	4	host	gene-AUO97_RS02915
gene-AUO97_RS14885	572	404	130	150	77	54	host	purT
gene-AUO97_RS13450	10	11	8	5	2	0	host	gene-AUO97_RS13450
gene-AUO97_RS01025	677	459	193	251	148	104	host	gloA
gene-AUO97_RS00030	2437	1866	1406	1644	747	530	host	gene-AUO97_RS00030
gene-AUO97_RS07855	205	150	48	89	39	26	host	phoR
gene-AUO97_RS12270	15	20	3	10	4	3	host	gene-AUO97_RS12270
gene-AUO97_RS13135	0	0	0	0	0	0	host	gene-AUO97_RS13135
gene-AUO97_RS18415	6	11	5	3	1	1	host	aceI
gene-AUO97_RS18955	335	242	85	75	35	41	host	gene-AUO97_RS18955
gene-AUO97_RS05485	1890	1374	582	680	329	262	host	ssb
gene-AUO97_RS12795	0	1	0	0	0	0	host	gene-AUO97_RS12795
gene-AUO97_RS00075	37	27	5	6	2	2	host	gene-AUO97_RS00075
gene-AUO97_RS03485	157	105	29	26	29	11	host	gene-AUO97_RS03485
gene-AUO97_RS03575	80	44	41	38	13	9	host	gene-AUO97_RS03575
gene-AUO97_RS05570	249	180	55	65	20	25	host	gene-AUO97_RS05570
gene-AUO97_RS06225	183	192	57	47	24	24	host	gene-AUO97_RS06225
gene-AUO97_RS09375	59	64	12	23	13	4	host	gene-AUO97_RS09375
gene-AUO97_RS11530	10374	8939	4384	5297	3476	2419	host	rpsG
gene-AUO97_RS17560	314	238	74	73	67	41	host	brnQ
gene-AUO97_RS04405	14389	11894	5409	6443	4108	2814	host	rplC
gene-AUO97_RS08785	191	159	53	70	33	29	host	gene-AUO97_RS08785
gene-AUO97_RS15500	0	0	0	0	0	0	host	gene-AUO97_RS15500
gene-AUO97_RS04265	36	41	17	20	15	7	host	gene-AUO97_RS04265
gene-AUO97_RS02480	7375	5496	2039	2270	1555	1065	host	sucD
gene-AUO97_RS12895	18	9	4	5	3	2	host	gene-AUO97_RS12895
gene-AUO97_RS14410	21	16	6	5	1	5	host	gene-AUO97_RS14410
gene-AUO97_RS00470	14	8	4	1	1	0	host	gene-AUO97_RS00470
gene-AUO97_RS08465	0	0	0	0	0	0	host	gene-AUO97_RS08465
gene-AUO97_RS15895	94	69	33	37	6	3	host	gene-AUO97_RS15895
gene-AUO97_RS12465	51	39	11	18	5	4	host	rsmI
gene-AUO97_RS02485	7358	5644	1734	1889	1269	884	host	sucC
gene-AUO97_RS08265	0	0	0	0	0	0	host	gene-AUO97_RS08265
gene-AUO97_RS09235	131	111	44	63	31	14	host	gene-AUO97_RS09235
gene-AUO97_RS00480	77	48	16	25	21	11	host	gene-AUO97_RS00480
gene-AUO97_RS01335	342	270	69	66	53	32	host	gene-AUO97_RS01335
gene-AUO97_RS05335	0	0	0	0	0	0	host	gene-AUO97_RS05335
gene-AUO97_RS04880	266	226	87	151	25	15	host	gene-AUO97_RS04880
gene-AUO97_RS17335	38	27	10	16	7	4	host	gene-AUO97_RS17335
gene-AUO97_RS05235	131	81	37	23	18	10	host	gene-AUO97_RS05235
gene-AUO97_RS06490	682	501	127	166	67	57	host	gene-AUO97_RS06490
gene-AUO97_RS05725	900	629	205	216	131	107	host	gene-AUO97_RS05725
gene-AUO97_RS15985	7	4	0	4	1	0	host	gene-AUO97_RS15985
gene-AUO97_RS08800	168	115	47	83	34	24	host	gene-AUO97_RS08800
gene-AUO97_RS05450	3335	2534	1320	1497	900	665	host	gene-AUO97_RS05450
gene-AUO97_RS02475	341	317	105	118	68	49	host	trpS
gene-AUO97_RS07160	416	313	116	126	62	50	host	gene-AUO97_RS07160
gene-AUO97_RS01900	74	68	16	31	17	8	host	gene-AUO97_RS01900
gene-AUO97_RS02710	6	3	0	3	3	1	host	gene-AUO97_RS02710
gene-AUO97_RS19565	25	13	6	14	9	3	host	gene-AUO97_RS19565
gene-AUO97_RS18480	15	10	7	4	4	1	host	gene-AUO97_RS18480
gene-AUO97_RS18540	43	42	24	36	13	13	host	gene-AUO97_RS18540
gene-AUO97_RS00675	78	56	11	19	14	5	host	gene-AUO97_RS00675
gene-AUO97_RS00835	12	11	1	6	2	2	host	bauE
gene-AUO97_RS03740	0	0	0	0	0	0	host	gene-AUO97_RS03740
gene-AUO97_RS09085	356	314	108	132	63	71	host	tpiA
gene-AUO97_RS09570	751	545	235	233	152	128	host	asd
gene-AUO97_RS13605	6	2	3	1	2	0	host	gene-AUO97_RS13605
gene-AUO97_RS07665	1095	1012	507	680	291	221	host	fahA
gene-AUO97_RS07290	17	8	10	9	2	6	host	dmeF
gene-AUO97_RS17355	249	260	41	68	25	27	host	gene-AUO97_RS17355
gene-AUO97_RS07530	52	40	20	19	8	2	host	gene-AUO97_RS07530
gene-AUO97_RS00120	173	136	77	80	42	22	host	tsaD
gene-AUO97_RS13575	254	202	63	69	44	26	host	gene-AUO97_RS13575
gene-AUO97_RS03500	89	73	29	34	12	7	host	gene-AUO97_RS03500
gene-AUO97_RS01105	1613	1159	282	301	177	112	host	sohB
gene-AUO97_RS12970	1157	773	278	383	207	140	host	gene-AUO97_RS12970
gene-AUO97_RS01610	106	79	47	54	28	18	host	gene-AUO97_RS01610
gene-AUO97_RS10850	7	7	4	5	3	0	host	gene-AUO97_RS10850
gene-AUO97_RS16890	0	0	0	0	0	0	host	gene-AUO97_RS16890
gene-AUO97_RS04630	397	300	78	82	17	24	host	gene-AUO97_RS04630
gene-AUO97_RS18330	34	13	4	9	4	2	host	gene-AUO97_RS18330
gene-AUO97_RS11705	47	36	7	11	0	5	host	gene-AUO97_RS11705
gene-AUO97_RS03630	165	156	44	42	24	21	host	gene-AUO97_RS03630
gene-AUO97_RS19080	347	297	118	150	81	67	host	gene-AUO97_RS19080
gene-AUO97_RS06395	59	63	14	16	9	8	host	gene-AUO97_RS06395
gene-AUO97_RS14230	1	1	1	1	0	1	host	gene-AUO97_RS14230
gene-AUO97_RS00625	400	258	98	108	49	40	host	gene-AUO97_RS00625
gene-AUO97_RS15185	70	50	13	23	12	7	host	trmA
gene-AUO97_RS14710	15	13	4	9	2	1	host	gene-AUO97_RS14710
gene-AUO97_RS01550	64	58	25	26	5	1	host	pabC
gene-AUO97_RS01775	0	0	0	0	0	0	host	gene-AUO97_RS01775
gene-AUO97_RS04595	706	526	225	301	158	121	host	glyQ
gene-AUO97_RS17130	17	7	4	2	1	6	host	gene-AUO97_RS17130
gene-AUO97_RS09845	1225	777	247	263	172	114	host	pta
gene-AUO97_RS06955	162	137	53	91	32	21	host	gene-AUO97_RS06955
gene-AUO97_RS12710	20	6	7	19	6	3	host	gene-AUO97_RS12710
gene-AUO97_RS06295	13	11	7	6	2	7	host	gene-AUO97_RS06295
gene-AUO97_RS15345	179	142	47	50	28	20	host	kdsB
gene-AUO97_RS00590	59	43	5	14	8	7	host	gene-AUO97_RS00590
gene-AUO97_RS17250	24	15	4	9	5	5	host	aroD
gene-AUO97_RS09025	55	41	15	24	8	11	host	gene-AUO97_RS09025
gene-AUO97_RS16195	109	100	38	64	8	11	host	gene-AUO97_RS16195
gene-AUO97_RS00970	1	0	0	0	0	0	host	gene-AUO97_RS00970
gene-AUO97_RS01885	2491	1835	611	630	448	365	host	pal
gene-AUO97_RS11640	12	10	6	7	1	3	host	gene-AUO97_RS11640
gene-AUO97_RS17235	209	148	57	71	37	31	host	gene-AUO97_RS17235
gene-AUO97_RS00390	2	0	0	1	0	0	host	gene-AUO97_RS00390
gene-AUO97_RS15120	45	48	22	29	19	17	host	gene-AUO97_RS15120
gene-AUO97_RS08135	0	0	0	0	0	0	host	gene-AUO97_RS08135
gene-AUO97_RS11920	78	45	28	34	11	6	host	gene-AUO97_RS11920
gene-AUO97_RS05015	390	308	131	125	50	47	host	rsmH
gene-AUO97_RS14330	8	9	4	1	0	0	host	phnW
gene-AUO97_RS02340	9	10	3	5	0	2	host	gene-AUO97_RS02340
gene-AUO97_RS04680	2697	2132	657	784	533	317	host	gene-AUO97_RS04680
gene-AUO97_RS06130	158	118	32	57	13	12	host	gene-AUO97_RS06130
gene-AUO97_RS18000	0	1	0	0	1	0	host	gene-AUO97_RS18000
gene-AUO97_RS06635	12	15	3	11	2	2	host	abaR
gene-AUO97_RS03255	312	270	79	96	62	42	host	gene-AUO97_RS03255
gene-AUO97_RS09560	25	27	10	17	9	5	host	gene-AUO97_RS09560
gene-AUO97_RS00745	12240	9935	3506	4087	2089	1534	host	gene-AUO97_RS00745
gene-AUO97_RS01840	534	418	107	105	52	54	host	gene-AUO97_RS01840
gene-AUO97_RS15530	0	0	0	0	0	0	host	gene-AUO97_RS15530
gene-AUO97_RS09100	295	246	196	242	64	56	host	gene-AUO97_RS09100
gene-AUO97_RS11220	4566	3022	1336	1269	913	552	host	gene-AUO97_RS11220
gene-AUO97_RS16445	0	0	0	0	0	0	host	gene-AUO97_RS16445
gene-AUO97_RS11285	1131	740	290	333	200	132	host	rpmF
gene-AUO97_RS03855	267	244	88	116	55	36	host	gene-AUO97_RS03855
gene-AUO97_RS05430	811	605	291	334	177	108	host	gene-AUO97_RS05430
gene-AUO97_RS10655	248	158	61	69	18	18	host	gene-AUO97_RS10655
gene-AUO97_RS08045	0	0	0	0	0	0	host	gene-AUO97_RS08045
gene-AUO97_RS05280	450	333	137	158	89	76	host	gene-AUO97_RS05280
gene-AUO97_RS19455	0	0	0	0	1	1	host	gene-AUO97_RS19455
gene-AUO97_RS05720	580	446	143	152	82	64	host	gene-AUO97_RS05720
gene-AUO97_RS16625	0	0	0	1	0	0	host	gene-AUO97_RS16625
gene-AUO97_RS11935	64	69	22	53	28	26	host	gene-AUO97_RS11935
gene-AUO97_RS09555	362	273	90	95	56	40	host	gene-AUO97_RS09555
gene-M172_gp39	13971	15375	98571	156149	633004	527253	phage	gene-M172_gp39
gene-AUO97_RS07625	96	82	20	49	16	11	host	pncA
gene-AUO97_RS08020	0	0	0	0	0	0	host	gene-AUO97_RS08020
gene-AUO97_RS10725	76	68	26	32	12	11	host	gene-AUO97_RS10725
gene-AUO97_RS17995	0	2	1	2	1	0	host	gene-AUO97_RS17995
gene-AUO97_RS14470	69	67	57	58	23	17	host	gene-AUO97_RS14470
gene-AUO97_RS18975	3997	3359	2302	2985	1800	1236	host	gene-AUO97_RS18975
gene-AUO97_RS14870	13	7	2	6	0	2	host	gene-AUO97_RS14870
gene-AUO97_RS19010	478	369	144	209	98	83	host	gene-AUO97_RS19010
gene-AUO97_RS08735	686	588	148	206	92	68	host	argH
gene-AUO97_RS00580	8502	6373	2616	2976	1807	1247	host	gene-AUO97_RS00580
gene-AUO97_RS05770	130	105	25	47	18	12	host	gene-AUO97_RS05770
gene-AUO97_RS02845	2917	2410	899	1119	486	393	host	gene-AUO97_RS02845
gene-AUO97_RS06480	144	101	39	30	24	16	host	znuB
gene-AUO97_RS13730	134	92	16	45	13	9	host	gene-AUO97_RS13730
gene-AUO97_RS19035	627	466	184	192	127	102	host	mnmG
gene-AUO97_RS00565	50	34	14	24	6	10	host	gene-AUO97_RS00565
gene-AUO97_RS01085	115	85	28	29	9	8	host	hflD
gene-AUO97_RS03565	5	0	0	0	0	0	host	gene-AUO97_RS03565
gene-AUO97_RS05135	125	98	26	32	19	11	host	gene-AUO97_RS05135
gene-AUO97_RS01910	503	349	123	164	68	60	host	gene-AUO97_RS01910
gene-AUO97_RS07780	580	405	129	132	74	65	host	nusB
gene-AUO97_RS10135	10	4	2	2	0	0	host	gene-AUO97_RS10135
gene-AUO97_RS02375	3220	2727	1662	1658	971	717	host	rlmE
gene-AUO97_RS00875	252	172	136	120	63	40	host	gene-AUO97_RS00875
gene-AUO97_RS07190	16050	13057	4856	5506	3316	2466	host	dnaK
gene-AUO97_RS01835	2362	1669	659	720	496	380	host	purL
gene-AUO97_RS08880	23	23	8	17	7	10	host	gene-AUO97_RS08880
gene-AUO97_RS11320	373	285	100	121	51	49	host	ribB
gene-AUO97_RS06195	97	66	18	28	6	3	host	gene-AUO97_RS06195
gene-AUO97_RS10285	678	519	265	314	106	72	host	gene-AUO97_RS10285
gene-AUO97_RS01065	567	361	96	136	66	51	host	dacC
gene-AUO97_RS17285	48	33	10	17	8	5	host	pcaF
gene-AUO97_RS11155	24	30	10	16	5	1	host	gene-AUO97_RS11155
gene-AUO97_RS04125	2243	1719	654	799	382	259	host	gene-AUO97_RS04125
gene-AUO97_RS12930	51	28	19	15	8	6	host	gene-AUO97_RS12930
gene-AUO97_RS13415	175	150	59	85	22	17	host	gene-AUO97_RS13415
gene-AUO97_RS08215	0	0	0	0	0	0	host	gene-AUO97_RS08215
gene-AUO97_RS10270	219	172	43	69	47	32	host	gene-AUO97_RS10270
gene-AUO97_RS11060	420	281	142	161	78	52	host	gene-AUO97_RS11060
gene-AUO97_RS11460	706	571	208	277	183	93	host	gene-AUO97_RS11460
gene-AUO97_RS15705	0	1	0	0	0	0	host	gene-AUO97_RS15705
gene-AUO97_RS07260	35	35	6	13	6	5	host	gene-AUO97_RS07260
gene-AUO97_RS09075	41	30	8	13	9	5	host	gene-AUO97_RS09075
gene-AUO97_RS19685	0	0	0	0	0	0	host	gene-AUO97_RS19685
gene-AUO97_RS08520	99	99	39	32	20	20	host	gene-AUO97_RS08520
gene-AUO97_RS10880	0	0	0	4	0	0	host	gene-AUO97_RS10880
gene-AUO97_RS03695	0	1	0	0	0	0	host	gene-AUO97_RS03695
gene-AUO97_RS04005	43	29	9	10	5	5	host	gene-AUO97_RS04005
gene-AUO97_RS13190	0	0	0	0	0	0	host	gene-AUO97_RS13190
gene-AUO97_RS09160	389	264	100	91	60	32	host	gene-AUO97_RS09160
gene-AUO97_RS17820	30	19	3	9	4	6	host	gene-AUO97_RS17820
gene-AUO97_RS10490	460	328	124	130	78	43	host	proC
gene-AUO97_RS12530	63	63	20	17	11	8	host	gene-AUO97_RS12530
gene-AUO97_RS07930	0	0	0	0	0	0	host	gene-AUO97_RS07930
gene-AUO97_RS18290	0	4	1	0	0	1	host	gene-AUO97_RS18290
gene-AUO97_RS08445	0	0	0	0	0	0	host	gene-AUO97_RS08445
gene-AUO97_RS07555	45	47	12	13	5	7	host	gene-AUO97_RS07555
gene-AUO97_RS01875	399	262	106	139	64	59	host	tolA
gene-AUO97_RS11590	1303	1070	360	439	241	202	host	minE
gene-AUO97_RS02515	3622	2834	1159	1394	915	587	host	sdhA
gene-AUO97_RS10620	47	18	1	12	7	4	host	gene-AUO97_RS10620
gene-AUO97_RS16160	110	88	21	39	19	8	host	gene-AUO97_RS16160
gene-AUO97_RS11755	264299	217845	174350	234345	135468	112545	host	ssrA
gene-AUO97_RS17785	298	196	95	101	61	44	host	argF
gene-AUO97_RS09225	9720	8738	5719	8065	4044	3661	host	rpsO
gene-AUO97_RS11025	171	108	48	57	14	13	host	gene-AUO97_RS11025
gene-AUO97_RS02865	527	339	108	158	78	41	host	rng
gene-AUO97_RS17765	502	380	75	111	82	50	host	rimO
gene-AUO97_RS08655	208	132	93	112	37	31	host	gene-AUO97_RS08655
gene-AUO97_RS10150	2381	1854	534	591	396	272	host	ilvC
gene-AUO97_RS10080	142	115	40	32	20	18	host	rsgA
gene-AUO97_RS18235	3	2	0	0	0	0	host	gene-AUO97_RS18235
gene-AUO97_RS13965	519	451	91	82	59	31	host	tssB
gene-M172_gp46	8624	9922	84396	105176	471650	386335	phage	gene-M172_gp46
gene-AUO97_RS01040	570	422	132	150	68	64	host	gene-AUO97_RS01040
gene-AUO97_RS18405	1809	1722	415	482	252	195	host	gene-AUO97_RS18405
gene-AUO97_RS07815	1090	832	529	653	319	199	host	gene-AUO97_RS07815
gene-M172_gp13	108203	124215	148962	174505	71836	55392	phage	gene-M172_gp13
gene-M172_gp27	36055	39031	151180	199543	157453	121162	phage	gene-M172_gp27
gene-AUO97_RS07765	1465	1028	260	301	206	132	host	glmU
gene-AUO97_RS03930	145	123	40	47	31	16	host	gene-AUO97_RS03930
gene-AUO97_RS11440	13	9	2	6	1	3	host	gene-AUO97_RS11440
gene-AUO97_RS05315	21	14	3	13	1	2	host	gene-AUO97_RS05315
gene-AUO97_RS06995	31	21	26	30	8	6	host	gene-AUO97_RS06995
gene-AUO97_RS08570	464	319	89	102	60	50	host	gene-AUO97_RS08570
gene-AUO97_RS19050	132	95	19	43	8	12	host	gene-AUO97_RS19050
gene-AUO97_RS01495	266	189	70	71	48	36	host	rnc
gene-AUO97_RS07355	210	139	54	44	31	24	host	gene-AUO97_RS07355
gene-AUO97_RS03450	2529	1868	612	736	534	325	host	aspS
gene-AUO97_RS03750	0	0	0	0	0	0	host	gene-AUO97_RS03750
gene-AUO97_RS10440	84	52	15	20	11	8	host	gene-AUO97_RS10440
gene-AUO97_RS14485	29	11	9	9	1	3	host	gene-AUO97_RS14485
gene-AUO97_RS12825	0	0	0	0	0	0	host	gene-AUO97_RS12825
gene-AUO97_RS11415	115	86	40	27	14	5	host	gene-AUO97_RS11415
gene-AUO97_RS19105	17	12	2	6	3	5	host	gene-AUO97_RS19105
gene-AUO97_RS11710	60	43	3	12	1	6	host	gene-AUO97_RS11710
gene-AUO97_RS04655	583	468	150	195	120	79	host	astE
gene-AUO97_RS19235	22	29	6	17	7	8	host	gene-AUO97_RS19235
gene-AUO97_RS14995	247	170	139	144	43	39	host	gene-AUO97_RS14995
gene-AUO97_RS01500	162	115	41	44	31	24	host	gene-AUO97_RS01500
gene-AUO97_RS03205	475	457	105	119	46	65	host	gene-AUO97_RS03205
gene-AUO97_RS11350	1823	1386	563	710	396	281	host	gene-AUO97_RS11350
gene-AUO97_RS11730	731	516	182	220	186	82	host	hemB
gene-AUO97_RS13205	0	0	0	0	0	0	host	gene-AUO97_RS13205
gene-AUO97_RS17505	205	152	65	87	46	30	host	gene-AUO97_RS17505
gene-AUO97_RS11135	66	53	16	39	8	5	host	gene-AUO97_RS11135
gene-AUO97_RS12985	0	0	0	0	0	0	host	gene-AUO97_RS12985
gene-AUO97_RS04350	8891	6925	2801	2955	2061	1394	host	rplX
gene-AUO97_RS01190	82	52	15	17	7	10	host	gene-AUO97_RS01190
gene-M172_gp23	64850	72304	162237	201206	110647	86619	phage	gene-M172_gp23
gene-AUO97_RS01480	138	99	46	40	29	17	host	recO
gene-AUO97_RS18035	4	4	2	1	0	0	host	gene-AUO97_RS18035
gene-AUO97_RS09105	322	244	102	96	36	35	host	rimP
gene-AUO97_RS02190	0	0	0	0	0	0	host	gene-AUO97_RS02190
gene-AUO97_RS04725	2708	2147	1351	1484	784	518	host	sodC
gene-AUO97_RS05070	336	283	179	214	71	43	host	gene-AUO97_RS05070
gene-AUO97_RS00845	1	0	1	2	0	0	host	bauD
gene-AUO97_RS13715	396	315	91	82	43	29	host	mutS
gene-AUO97_RS08140	0	0	0	0	0	0	host	gene-AUO97_RS08140
gene-AUO97_RS07840	298	229	68	75	36	30	host	gene-AUO97_RS07840
gene-AUO97_RS02070	581	487	167	177	106	73	host	lysA
gene-AUO97_RS19005	140	92	38	36	17	12	host	alr
gene-AUO97_RS15325	103	72	34	22	10	10	host	gene-AUO97_RS15325
gene-AUO97_RS01555	505	449	130	191	63	56	host	gene-AUO97_RS01555
gene-AUO97_RS08795	559	477	191	223	106	91	host	gene-AUO97_RS08795
gene-AUO97_RS13295	26	30	26	19	1	2	host	gene-AUO97_RS13295
gene-AUO97_RS09190	216	158	50	87	32	20	host	gene-AUO97_RS09190
gene-AUO97_RS02670	66	42	12	10	5	8	host	gene-AUO97_RS02670
gene-AUO97_RS02700	7	1	6	3	1	1	host	gene-AUO97_RS02700
gene-AUO97_RS14355	75	70	12	21	12	8	host	gene-AUO97_RS14355
gene-AUO97_RS14375	1541	1369	572	608	265	205	host	gene-AUO97_RS14375
gene-AUO97_RS09855	3702	2893	912	940	538	400	host	edd
gene-AUO97_RS13675	565	444	103	133	92	56	host	gene-AUO97_RS13675
gene-AUO97_RS11875	148	165	78	83	39	29	host	gene-AUO97_RS11875
gene-AUO97_RS17860	16	18	2	7	8	6	host	gene-AUO97_RS17860
gene-AUO97_RS13835	408	268	61	62	61	34	host	gene-AUO97_RS13835
gene-AUO97_RS07215	262	204	78	81	47	43	host	gene-AUO97_RS07215
gene-AUO97_RS14120	10	5	4	4	4	4	host	gene-AUO97_RS14120
gene-AUO97_RS09835	41	43	7	8	6	3	host	gene-AUO97_RS09835
gene-AUO97_RS14045	31	25	15	9	6	2	host	gene-AUO97_RS14045
gene-AUO97_RS10095	627	510	230	309	156	110	host	gene-AUO97_RS10095
gene-AUO97_RS10000	35	24	4	8	5	6	host	gene-AUO97_RS10000
gene-AUO97_RS12460	8	4	1	3	1	0	host	gene-AUO97_RS12460
gene-AUO97_RS14310	7	6	1	2	0	0	host	gene-AUO97_RS14310
gene-AUO97_RS09705	294	192	105	164	67	44	host	gene-AUO97_RS09705
gene-AUO97_RS01535	26	25	10	6	7	3	host	gene-AUO97_RS01535
gene-AUO97_RS08775	1607	1250	452	607	197	110	host	gene-AUO97_RS08775
gene-AUO97_RS16765	66	56	14	25	7	9	host	gene-AUO97_RS16765
gene-AUO97_RS08990	186	164	48	48	28	24	host	gene-AUO97_RS08990
gene-AUO97_RS10960	1120	853	262	284	165	122	host	gene-AUO97_RS10960
gene-AUO97_RS19415	31	19	13	17	13	9	host	gene-AUO97_RS19415
gene-AUO97_RS12910	20	7	5	5	0	0	host	gene-AUO97_RS12910
gene-AUO97_RS12995	1	0	3	1	3	1	host	gene-AUO97_RS12995
gene-AUO97_RS08270	0	0	0	0	0	0	host	gene-AUO97_RS08270
gene-AUO97_RS11855	291	247	182	270	87	74	host	betI
gene-AUO97_RS02305	224	182	72	73	50	43	host	glpD
gene-AUO97_RS12425	83	97	22	24	14	17	host	ubiH
gene-AUO97_RS17655	7	4	4	4	0	0	host	gigD
gene-AUO97_RS13360	398	259	88	103	87	43	host	gene-AUO97_RS13360
gene-AUO97_RS13655	745	524	153	153	92	59	host	lptA
gene-AUO97_RS17790	45	49	19	17	9	3	host	gene-AUO97_RS17790
gene-AUO97_RS06000	0	0	0	0	0	0	host	gene-AUO97_RS06000
gene-AUO97_RS09200	1849	1405	681	850	311	237	host	gene-AUO97_RS09200
gene-AUO97_RS15300	286	232	68	74	43	23	host	gene-AUO97_RS15300
gene-AUO97_RS16365	12	8	4	4	2	1	host	gene-AUO97_RS16365
gene-AUO97_RS01115	126	102	36	63	24	19	host	pstA
gene-AUO97_RS03995	669	439	101	139	50	55	host	gene-AUO97_RS03995
gene-AUO97_RS09820	1697	1437	475	524	274	217	host	clpP
gene-AUO97_RS10685	342	229	72	94	44	29	host	fghA
gene-AUO97_RS16660	14	7	3	0	3	2	host	gene-AUO97_RS16660
gene-AUO97_RS09015	55	47	28	25	5	14	host	gene-AUO97_RS09015
gene-AUO97_RS14715	7	12	2	6	2	3	host	gene-AUO97_RS14715
gene-AUO97_RS15800	223	182	55	67	32	19	host	gene-AUO97_RS15800
gene-M172_gp22	45058	49711	107393	125499	63347	49240	phage	gene-M172_gp22
gene-AUO97_RS05625	143	98	29	30	28	13	host	gene-AUO97_RS05625
gene-AUO97_RS06785	0	0	0	0	0	0	host	gene-AUO97_RS06785
gene-M172_gp26	24057	27865	94472	121266	83757	66346	phage	gene-M172_gp26
gene-AUO97_RS06940	0	0	0	0	0	0	host	wbpD
gene-AUO97_RS15010	42	25	13	19	2	1	host	gene-AUO97_RS15010
gene-AUO97_RS07400	8	10	2	2	2	0	host	gene-AUO97_RS07400
gene-AUO97_RS11400	1179	890	349	423	211	156	host	gene-AUO97_RS11400
gene-AUO97_RS12705	652	563	142	153	91	49	host	gene-AUO97_RS12705
gene-AUO97_RS11965	11	7	1	2	0	3	host	gene-AUO97_RS11965
gene-AUO97_RS13420	12515	9326	2808	3071	2028	1329	host	ahpC
gene-AUO97_RS16115	286	246	68	102	38	26	host	gene-AUO97_RS16115
gene-M172_gp06	270030	312760	263204	327444	136730	101792	phage	gene-M172_gp06
gene-AUO97_RS03425	69	85	63	112	52	59	host	gene-AUO97_RS03425
gene-AUO97_RS10890	0	0	0	0	0	0	host	gene-AUO97_RS10890
gene-AUO97_RS11995	20	14	3	5	2	1	host	gene-AUO97_RS11995
gene-AUO97_RS08300	0	0	0	0	0	0	host	gene-AUO97_RS08300
gene-AUO97_RS08905	13452	9091	1643	1853	601	430	host	gene-AUO97_RS08905
gene-AUO97_RS14655	11	17	5	13	0	2	host	gene-AUO97_RS14655
gene-AUO97_RS02810	327	291	118	127	55	40	host	gene-AUO97_RS02810
gene-AUO97_RS00230	247	194	55	63	43	36	host	gene-AUO97_RS00230
gene-AUO97_RS18785	1912	1420	426	467	236	175	host	gene-AUO97_RS18785
gene-AUO97_RS13710	127	107	18	24	9	9	host	gene-AUO97_RS13710
gene-AUO97_RS03545	0	0	0	0	0	0	host	gene-AUO97_RS03545
gene-AUO97_RS14770	92	60	16	17	10	15	host	gene-AUO97_RS14770
gene-AUO97_RS02425	48	22	19	12	3	11	host	gene-AUO97_RS02425
gene-AUO97_RS03285	356	298	66	81	37	43	host	gene-AUO97_RS03285
gene-AUO97_RS02235	240	176	71	100	38	27	host	ttcA
gene-AUO97_RS12310	79	54	24	27	16	10	host	gene-AUO97_RS12310
gene-AUO97_RS17910	51	36	17	21	11	8	host	gene-AUO97_RS17910
gene-AUO97_RS02695	1656	1358	493	555	347	252	host	gene-AUO97_RS02695
gene-AUO97_RS05750	42	25	13	19	4	4	host	gene-AUO97_RS05750
gene-AUO97_RS08950	33	18	7	11	4	3	host	gene-AUO97_RS08950
gene-AUO97_RS04710	29	30	15	11	4	7	host	gene-AUO97_RS04710
gene-AUO97_RS07520	99	82	46	35	23	21	host	gene-AUO97_RS07520
gene-AUO97_RS09800	2202	1667	567	637	334	251	host	leuA
gene-AUO97_RS11195	492	403	102	145	84	53	host	smc
gene-AUO97_RS12220	876	675	192	253	167	84	host	cysN
gene-AUO97_RS18320	586	432	260	330	128	80	host	gene-AUO97_RS18320
gene-AUO97_RS14945	20	20	4	12	1	3	host	gene-AUO97_RS14945
gene-AUO97_RS06120	94	86	27	39	22	18	host	gene-AUO97_RS06120
gene-AUO97_RS02210	29	29	12	36	7	9	host	gene-AUO97_RS02210
gene-AUO97_RS07695	43	30	8	16	7	7	host	gene-AUO97_RS07695
